symbol,entry_price,exit_price,entry_time,exit_time,pnl,balance_after,reason,duration,rsi,adx,volume_ratio,upper_wick_ratio
RESOLVUSDTUSDT,0.13704849,0.1463099334375,2025-11-23 03:30:00,2025-11-23 03:30:00,89.61399242192782,1024.5961717457103,Smart Trailing (Max 142%),0 days 00:00:00,77.90233749018084,26.502776867640694,11.341816259461384,0.0070072992700729
RESOLVUSDTUSDT,0.13916955,0.13715256571185,2025-11-23 04:15:00,2025-11-23 04:15:00,-21.934779524035513,1001.929903557617,Stop Loss,0 days 00:00:00,68.83919237797679,39.38109473082425,2.629376978437227,0.0025878800948889
WIFUSDTUSDT,0.33846915,0.3437499744074418,2025-11-23 04:30:00,2025-11-23 06:00:00,21.604877641834246,1022.819474635906,Smart Trailing (Max 40%),0 days 01:30:00,65.90529044416735,32.78467142457599,2.996416295585382,0.0115282293822051
ZENUSDTUSDT,13.1875905,12.9964627508835,2025-11-23 10:00:00,2025-11-23 10:15:00,-21.896743602704525,999.4628119005944,Stop Loss,0 days 00:15:00,75.39825144129706,29.232159004412978,4.39119228235545,0.0008345978755691
TNSRUSDTUSDT,0.1284742049999999,0.1266122283469349,2025-11-23 10:15:00,2025-11-23 10:15:00,-21.88111088791714,977.5817010126772,Stop Loss,0 days 00:00:00,83.38123846885851,35.860176084034165,4.115673921390288,0.0359062232261079
DYMUSDTUSDT,0.1122460949999999,0.1106193123451649,2025-11-23 11:00:00,2025-11-23 11:00:00,-20.91334212175753,955.2730097952222,Stop Loss,0 days 00:00:00,70.26505505474363,37.670014573819685,2.701094296278227,0.0060665536622357
DYMUSDTUSDT,0.11395695,0.11230537192365,2025-11-23 11:15:00,2025-11-23 11:15:00,-20.450694071420255,934.1403188580954,Stop Loss,0 days 00:00:00,71.64066795331394,41.008641461178385,3.463972573652544,0.0227372487051181
DYMUSDTUSDT,0.1247923649999999,0.1229837492540549,2025-11-23 11:45:00,2025-11-23 11:45:00,-19.99828078974116,913.4751284382704,Stop Loss,0 days 00:00:00,78.27020410236393,48.82988367530601,3.70605090365115,0.0129838903582591
DYMUSDTUSDT,0.1224912149999999,0.1207159498210049,2025-11-23 12:00:00,2025-11-23 12:00:00,-19.55587586165244,893.2670964200976,Stop Loss,0 days 00:00:00,74.17178638704935,51.672157264445325,3.2851173083298666,0.0595442293555501
HBARUSDTUSDT,0.13908951,0.13929800517549,2025-11-23 10:45:00,2025-11-23 12:30:00,1.39410203118095,894.6611984512786,Smart Break-even,0 days 01:45:00,70.90919808078571,38.69064848428366,3.316051764786473,0.0015823922894341
TAOUSDTUSDT,288.13399499999997,288.565907858505,2025-11-23 12:45:00,2025-11-23 12:45:00,1.2758514124066778,895.2983255126813,Smart Break-even,0 days 00:00:00,69.53780769769125,32.03848185916017,2.824947439944096,0.0012500434042849
TAOUSDTUSDT,287.77381499999996,288.20518794868497,2025-11-23 13:00:00,2025-11-23 14:00:00,1.2767600015603215,895.2971834139981,Smart Break-even,0 days 01:00:00,67.95310111996432,33.05242134703029,2.9185075191709156,0.0097698351992212
HBARUSDTUSDT,0.1432115699999999,0.1434262441434299,2025-11-23 14:00:00,2025-11-23 15:00:00,1.2758484858883272,895.9338535009331,Smart Break-even,0 days 01:00:00,74.89730396537807,39.91874203300937,3.223050600718286,0.0024451585859998
XLMUSDTUSDT,0.2417107949999999,0.2455145269345388,2025-11-23 14:15:00,2025-11-23 16:45:00,19.477623219863784,914.7718437847642,Smart Trailing (Max 41%),0 days 02:30:00,66.1900635884218,32.95494810127752,2.9515293523164488,0.0069539302123431
TAOUSDTUSDT,296.44815,302.60556153,2025-11-23 16:15:00,2025-11-23 16:45:00,25.931184430675497,940.7030282154396,Smart Trailing (Max 112%),0 days 00:30:00,74.99163054875042,38.1413598382809,3.370293793491615,0.006547418157273
PARTIUSDTUSDT,0.0928363949999999,0.0973172920125,2025-11-23 19:00:00,2025-11-23 19:00:00,64.15925954060451,1004.190692819073,Smart Trailing (Max 103%),0 days 00:00:00,78.01935851503512,59.788430410751126,3.569485014276976,0.0056028445210644
BOBUSDTUSDT,0.0188674289999999,0.018593983351503,2025-11-23 19:30:00,2025-11-23 19:30:00,-21.497934556544056,981.9758376565326,Stop Loss,0 days 00:00:00,72.95449723509348,25.132393602942955,6.062261388023497,0.0816629547141796
HBARUSDTUSDT,0.155087505,0.152839821790035,2025-11-23 19:45:00,2025-11-23 19:45:00,-21.02235406582389,960.252422808488,Stop Loss,0 days 00:00:00,78.98805834731812,54.889941523971274,2.6390409990265744,0.0030965744145537
TRUSTUSDTUSDT,0.2123061,0.2092291476927,2025-11-24 00:30:00,2025-11-24 00:30:00,-20.55729443712247,939.0095765595512,Stop Loss,0 days 00:00:00,80.08691227661247,33.35231151596395,6.088223709602251,0.0113100848256362
WLFIUSDTUSDT,0.15597795,0.1570783722656797,2025-11-24 00:45:00,2025-11-24 00:45:00,8.788403359199213,947.1275939856032,Smart Trailing (Max 46%),0 days 00:00:00,73.79025990051112,31.42324820548253,3.0320331114156676,0.0012828736369466
BANANAS31USDTUSDT,0.003465732,0.003415503146124,2025-11-24 01:15:00,2025-11-24 01:15:00,-20.27631522359475,926.175097142828,Stop Loss,0 days 00:00:00,69.74721353031269,39.478221750662634,2.6472354731715666,0.0069284064665127
WLFIUSDTUSDT,0.15977985,0.15746416063395,2025-11-24 01:30:00,2025-11-24 01:30:00,-19.827759576601245,905.6861145369252,Stop Loss,0 days 00:00:00,81.87239248030065,41.641971653754055,4.651308493387254,0.0025031289111389
WLFIUSDTUSDT,0.1582791,0.16225633125,2025-11-24 01:45:00,2025-11-24 01:45:00,31.848320596094624,936.8878397774567,Smart Trailing (Max 133%),0 days 00:00:00,71.5298241439598,43.9563929398053,2.5655742841190734,0.0107458912768645
WLFIUSDTUSDT,0.16658325,0.16416895895775,2025-11-24 02:15:00,2025-11-24 02:15:00,-20.042780979516465,915.5077939957768,Stop Loss,0 days 00:00:00,83.59314544472502,51.87180004583907,4.445709044159191,0.0006006006006005
WLFIUSDTUSDT,0.1654826999999999,0.1630843592288999,2025-11-24 02:30:00,2025-11-24 02:30:00,-19.599391611642144,895.2547950492337,Stop Loss,0 days 00:00:00,78.58854926019103,53.447669659061845,3.301669245383295,0.0175332527206772
WLFIUSDTUSDT,0.1618809,0.1595347601163,2025-11-24 02:45:00,2025-11-24 02:45:00,-19.165810969001157,875.4498359435514,Stop Loss,0 days 00:00:00,65.16928946761115,50.19518398387009,3.234223397689147,0.0247218788627935
ALLOUSDTUSDT,0.1670835,0.1673339581665,2025-11-24 03:15:00,2025-11-24 03:15:00,1.2484546235080822,876.0732817600748,Smart Break-even,0 days 00:00:00,71.83296602510629,27.009508226295814,4.380357461496145,0.0221556886227543
PARTIUSDTUSDT,0.0999599549999999,0.098511235372185,2025-11-24 03:30:00,2025-11-24 03:30:00,-18.755168926274916,856.6926589309227,Stop Loss,0 days 00:00:00,66.29855135289766,32.53199272752034,2.5502773749808996,0.03991995997999
ALLOUSDTUSDT,0.1718859,0.1693947576513,2025-11-24 04:00:00,2025-11-24 04:00:00,-18.34026430285477,837.7407771090196,Stop Loss,0 days 00:00:00,74.89983947650235,35.073002498457285,3.2210693427048596,0.0215366705471477
PARTIUSDTUSDT,0.103401675,0.1019030745242249,2025-11-24 04:30:00,2025-11-24 04:30:00,-17.934538260934595,819.2081516223343,Stop Loss,0 days 00:00:00,69.69704113650134,38.589556341227784,2.7958106662517084,0.0227382680212869
PIEVERSEUSDTUSDT,0.4333165499999999,0.42703649324085,2025-11-24 06:45:00,2025-11-24 06:45:00,-17.5377877505755,801.0855076201543,Stop Loss,0 days 00:00:00,72.87472790345062,26.07611661778082,5.223179204549738,0.0327868852459016
PIEVERSEUSDTUSDT,0.47433705,0.46746248313435,2025-11-24 08:15:00,2025-11-24 08:15:00,-17.149814213739948,783.3637754313875,Stop Loss,0 days 00:00:00,82.31691084559155,42.52141654509823,4.641167139552552,0.0451286377056093
RESOLVUSDTUSDT,0.139799865,0.140009424997635,2025-11-24 10:15:00,2025-11-24 10:15:00,1.1171332578661026,783.9216427683346,Smart Break-even,0 days 00:00:00,75.30162809130047,42.24006716416636,4.438855729172599,0.0188233610077296
BOBUSDTUSDT,0.0242671274999999,0.0239154240211424,2025-11-24 13:30:00,2025-11-24 13:30:00,-16.782366431201854,766.5796121386832,Stop Loss,0 days 00:00:00,81.81235104596072,38.41875112142775,8.663369697537439,0.0108511779510665
BOBUSDTUSDT,0.0240370125,0.0236886440778375,2025-11-24 13:45:00,2025-11-24 13:45:00,-16.411104436622708,749.6212244778592,Stop Loss,0 days 00:00:00,79.28250839848289,38.742020748558225,6.391995467276606,0.0541935483870966
FARTCOINUSDTUSDT,0.2565282,0.26829708435,2025-11-24 14:45:00,2025-11-24 15:00:00,48.569680519324834,797.6557288534859,Smart Trailing (Max 237%),0 days 00:15:00,67.02949676538839,40.68048717801458,6.294844481899921,0.0288611544461777
FARTCOINUSDTUSDT,0.2627313,0.2648714883742916,2025-11-24 15:15:00,2025-11-24 15:15:00,8.70794821022465,805.7942077063511,Smart Trailing (Max 51%),0 days 00:00:00,71.174298955138,39.64897547958577,2.6336557715680615,0.0228397411496003
PIEVERSEUSDTUSDT,0.516258,0.508775872806,2025-11-24 16:45:00,2025-11-24 16:45:00,-17.250619097735957,787.9683089572221,Stop Loss,0 days 00:00:00,70.5175150576839,34.48003126287835,2.7607579152569075,0.0232603217677844
PARTIUSDTUSDT,0.129274605,0.137187372,2025-11-24 17:15:00,2025-11-24 17:15:00,68.3037695653486,855.7095252927876,Smart Trailing (Max 129%),0 days 00:00:00,77.90149325200709,38.769475937831736,3.4416805155904475,0.0436464943507197
ALLOUSDTUSDT,0.2015006999999999,0.1985803503549,2025-11-24 17:30:00,2025-11-24 17:30:00,-18.319217162342436,836.7793924987661,Stop Loss,0 days 00:00:00,75.69304676086543,26.2366669498532,2.5771653806885513,0.0327706057596822
AAVEUSDTUSDT,175.10751,176.42260778422104,2025-11-24 17:45:00,2025-11-24 18:00:00,8.375534743317761,843.9605520124617,Smart Trailing (Max 48%),0 days 00:15:00,71.98094793043877,26.85317510544493,3.0925692544750865,0.0032567706547822
PIEVERSEUSDTUSDT,0.58699335,0.6118811064,2025-11-24 18:00:00,2025-11-24 18:00:00,50.024591377972506,893.9851433904341,Smart Trailing (Max 220%),0 days 00:00:00,83.29033854680162,53.267847377258285,3.1867782531263127,0.0680190930787588
PARTIUSDTUSDT,0.15023508,0.14805772298556,2025-11-24 18:15:00,2025-11-24 18:15:00,-19.138629987872967,874.2082717067017,Stop Loss,0 days 00:00:00,84.12211893386278,48.60322559900519,3.028233570049812,0.0442890442890442
RESOLVUSDTUSDT,0.14573283,0.1506522497427597,2025-11-24 18:45:00,2025-11-24 19:15:00,41.51184161238836,915.0959909005088,Smart Trailing (Max 75%),0 days 00:30:00,67.57243477304985,30.80124631705797,2.8339582908677254,0.0061097000068648
RESOLVUSDTUSDT,0.14831412,0.1502646841587582,2025-11-24 19:30:00,2025-11-24 19:30:00,16.530553401986857,930.9732309656636,Smart Trailing (Max 36%),0 days 00:00:00,71.86770996085427,33.25505979783721,4.221448840265133,0.0200364298724954
GIGGLEUSDTUSDT,111.825885,111.993512001615,2025-11-24 19:45:00,2025-11-24 19:45:00,1.3276349904258775,931.6362174011058,Smart Break-even,0 days 00:00:00,75.30635298048654,38.53433724781183,6.202599420995035,0.0305063517623903
1000PEPEUSDTUSDT,0.0046021999499999,0.0046245439085543,2025-11-24 20:15:00,2025-11-24 20:45:00,5.792957695704803,936.76405321675,Smart Trailing (Max 35%),0 days 00:30:00,78.63776711971093,48.349144289705926,2.93773477210013,0.0043914952824035
1000BONKUSDTUSDT,0.0102081015,0.0100601554849605,2025-11-24 21:15:00,2025-11-24 21:15:00,-20.054450270238732,916.0408201570368,Stop Loss,0 days 00:00:00,84.8815209264802,53.04209159094128,4.818975626698885,0.0054880439043512
HYPEUSDTUSDT,34.29914099999999,33.80204354948699,2025-11-24 23:30:00,2025-11-24 23:30:00,-19.61080275258739,895.7760295268475,Stop Loss,0 days 00:00:00,79.50972414680017,38.93329966045477,2.72742909052641,0.0006709060148183
HYPEUSDTUSDT,34.2000915,33.7044295738905,2025-11-24 23:45:00,2025-11-24 23:45:00,-19.176969670997064,875.9595395948903,Stop Loss,0 days 00:00:00,76.63186342293848,41.22378615844929,5.893060273341619,0.0140136333050524
ASTERUSDTUSDT,1.18549245,1.16831110792215,2025-11-25 00:15:00,2025-11-25 00:15:00,-18.75273390906055,856.5814329867544,Stop Loss,0 days 00:00:00,76.02511318222527,38.719450539176016,2.816743425799986,0.0027004219409281
ASTERUSDTUSDT,1.2003999,1.2021992994500998,2025-11-25 01:00:00,2025-11-25 01:00:00,1.221546919671057,857.1914417947764,Smart Break-even,0 days 00:00:00,70.94479478292665,45.40687122916785,5.910278436979549,0.0050008334722453
币安人生USDTUSDT,0.1016207849999999,0.100147994962995,2025-11-25 05:30:00,2025-11-25 05:30:00,-18.350942355780106,838.2285258245215,Stop Loss,0 days 00:00:00,72.26030759434232,36.34279386101426,11.7804370084934,0.0486411973217802
GIGGLEUSDTUSDT,122.030985,120.262389934395,2025-11-25 05:45:00,2025-11-25 05:45:00,-17.94498009239235,819.6851102885477,Stop Loss,0 days 00:00:00,81.81679413406528,30.34370286482386,6.5152015731444095,0.0022958346999016
GIGGLEUSDTUSDT,121.18056,119.42429014392,2025-11-25 06:00:00,2025-11-25 06:00:00,-17.547998586292067,801.5519149361469,Stop Loss,0 days 00:00:00,77.45380113721326,32.57875684247121,3.4517890864016563,0.0180812417437252
币安人生USDTUSDT,0.1031615549999999,0.101666434583385,2025-11-25 06:15:00,2025-11-25 06:15:00,-17.15979916383722,783.8198648156907,Stop Loss,0 days 00:00:00,70.7695557360401,47.1231587707868,2.993480299135463,0.0474250800116381
AIAUSDTUSDT,0.5339668499999999,0.5262280684429499,2025-11-25 08:45:00,2025-11-25 08:45:00,-16.780187546473094,766.4800857329745,Stop Loss,0 days 00:00:00,72.68234904422548,30.79345336902684,3.3754734319887056,0.0095577211394302
COAIUSDTUSDT,0.6740368499999999,0.6642680339329499,2025-11-25 09:00:00,2025-11-25 09:00:00,-16.408973753504586,749.5238998100311,Stop Loss,0 days 00:00:00,81.27143603457144,40.817077107126984,3.707176763256339,0.0224035608308605
COAIUSDTUSDT,0.6777386999999999,0.6679162330209,2025-11-25 09:15:00,2025-11-25 09:15:00,-16.04597200701676,732.9428211421948,Stop Loss,0 days 00:00:00,81.78492178729675,42.170251417360745,4.022246107169449,0.0219926199261993
HYPEUSDTUSDT,34.365173999999996,33.867119533217995,2025-11-25 10:00:00,2025-11-25 10:00:00,-15.691000638902093,716.7285515512386,Stop Loss,0 days 00:00:00,70.61279577183414,25.57014026528417,8.828771424596347,0.002649276543713
FARTCOINUSDTUSDT,0.290145,0.2923070313420289,2025-11-25 11:00:00,2025-11-25 11:00:00,7.113867670055605,723.33072610246,Smart Trailing (Max 47%),0 days 00:00:00,70.92267349663656,31.82557443143266,2.5476498828896266,0.0031023784901756
FARTCOINUSDTUSDT,0.2982490499999999,0.3016448665592083,2025-11-25 11:30:00,2025-11-25 11:30:00,11.242780188025922,734.0570996894274,Smart Trailing (Max 66%),0 days 00:00:00,77.69483418262774,34.692130575381306,4.3828193527704284,0.0040241448692152
FARTCOINUSDTUSDT,0.29924955,0.3053414529,2025-11-25 11:45:00,2025-11-25 12:00:00,20.812708436335864,754.3457436582189,Smart Trailing (Max 109%),0 days 00:15:00,78.1943934713932,38.350179113563385,3.0993297177372816,0.0100267379679144
ARCUSDTUSDT,0.052996485,0.052228406942895,2025-11-25 12:15:00,2025-11-25 12:15:00,-16.149199097480338,737.6579954469681,Stop Loss,0 days 00:00:00,80.3362483795094,59.572650055232806,3.8701455427137192,0.0254813137032843
MONUSDTUSDT,0.038169075,0.040109765085,2025-11-25 12:30:00,2025-11-25 12:30:00,53.02617043583368,790.1575306322507,Smart Trailing (Max 262%),0 days 00:00:00,73.6318518634453,29.760056962937224,2.5204447044129616,0.0107470511140234
MONUSDTUSDT,0.0394497149999999,0.038877970280505,2025-11-25 12:45:00,2025-11-25 12:45:00,-16.9158656860336,772.6775487681402,Stop Loss,0 days 00:00:00,76.9167645854866,31.723426972005637,3.953705598994339,0.018767435962465
MONUSDTUSDT,0.03937968,0.03880895029776,2025-11-25 13:00:00,2025-11-25 13:00:00,-16.54165040117644,755.5842616504876,Stop Loss,0 days 00:00:00,76.34319823627673,34.07016804906622,2.5825297444103423,0.0350520701041401
FARTCOINUSDTUSDT,0.3079539,0.3112154211835815,2025-11-25 13:45:00,2025-11-25 13:45:00,10.886505778203537,765.9313341013187,Smart Trailing (Max 62%),0 days 00:00:00,66.2917241409211,52.45452777929629,2.55829044533542,0.0321637426900583
CRVUSDTUSDT,0.4212105,0.4151058962235,2025-11-25 14:45:00,2025-11-25 14:45:00,-16.397225958240664,748.9872877432056,Stop Loss,0 days 00:00:00,67.99056414072301,47.24740229194197,5.0901344848873125,0.014251781472684
CRVUSDTUSDT,0.42021,0.4141198964699999,2025-11-25 15:00:00,2025-11-25 15:00:00,-16.034484098218925,732.4180800869491,Stop Loss,0 days 00:00:00,65.42585692105156,46.615243929624334,4.783837373271767,0.0023809523809523
TNSRUSDTUSDT,0.16704348,0.16462251884436,2025-11-25 15:15:00,2025-11-25 15:15:00,-15.67976686732328,716.2154188952974,Stop Loss,0 days 00:00:00,81.15673030881383,28.053044232470775,7.308950721737476,0.0340841020726009
TNSRUSDTUSDT,0.17446719,0.17193863701533,2025-11-25 15:30:00,2025-11-25 15:30:00,-15.33289674352014,700.3711953730985,Stop Loss,0 days 00:00:00,84.2378804024456,30.28062428640396,4.332985989986182,0.0194976488129371
TNSRUSDTUSDT,0.168394155,0.165953618511585,2025-11-25 15:45:00,2025-11-25 15:45:00,-14.993700131945015,684.8774801091673,Stop Loss,0 days 00:00:00,74.160443238661,31.7290450961822,2.873272102069607,0.0665478312537135
ICPUSDTUSDT,4.3181579999999995,4.444898114936829,2025-11-25 17:00:00,2025-11-25 17:00:00,28.192729353645227,712.0926510945002,Smart Trailing (Max 67%),0 days 00:00:00,69.48619669533225,28.79952448303079,2.751119594938593,0.0032437442075996
ICPUSDTUSDT,4.411204499999999,4.3472729131814996,2025-11-25 17:15:00,2025-11-25 17:15:00,-15.244635626376567,696.3396320519071,Stop Loss,0 days 00:00:00,74.02841979080631,31.558562556230015,7.781629325229094,0.0120208664096166
FILUSDTUSDT,1.7138565,1.6890175777455,2025-11-25 17:30:00,2025-11-25 17:30:00,-14.907391540300717,680.9351036285822,Stop Loss,0 days 00:00:00,82.46539022488992,28.91649497480964,4.1545964210109885,0.0005837711617045
1000SHIBUSDTUSDT,0.0083051504999999,0.0083920812077168,2025-11-25 16:30:00,2025-11-25 17:45:00,9.746638603529558,690.1956030848078,Smart Trailing (Max 31%),0 days 01:15:00,67.78048563774459,27.785352178648314,3.3757844841890083,0.0003614457831324
FILUSDTUSDT,1.712856,1.688031577992,2025-11-25 17:45:00,2025-11-25 17:45:00,-14.577608017821229,675.6179950669865,Stop Loss,0 days 00:00:00,81.98189627005675,31.432611476965736,5.968048500004534,0.0151869158878504
TAOUSDTUSDT,309.584715,312.6420429372064,2025-11-25 23:15:00,2025-11-25 23:30:00,9.044247162277244,684.1798991186283,Smart Trailing (Max 59%),0 days 00:15:00,68.15047180204516,26.86184926245893,2.9915587111673236,0.0021975891154704
IPUSDTUSDT,3.1425704999999997,3.0970252257435,2025-11-26 00:15:00,2025-11-26 00:15:00,-14.647073311209382,669.0443701073272,Stop Loss,0 days 00:00:00,75.75074590313105,51.86215625954234,9.2576507334769,0.0203627107858733
IPUSDTUSDT,3.1425704999999997,3.0970252257435,2025-11-26 00:30:00,2025-11-26 00:30:00,-14.323048587130158,654.2436715094115,Stop Loss,0 days 00:00:00,75.30621624202567,53.36270230725883,3.0815995391888,0.0044585987261145
DASHUSDTUSDT,58.799385,58.88752527811501,2025-11-26 00:45:00,2025-11-26 00:45:00,0.9329986745802454,654.709586817454,Smart Break-even,0 days 00:00:00,65.12402014986736,25.030013169093955,2.850749495390713,0.0178662582950484
WLFIUSDTUSDT,0.1668834,0.1644647588838,2025-11-26 01:00:00,2025-11-26 01:00:00,-14.016166403047412,640.2260044175354,Stop Loss,0 days 00:00:00,72.90446665237987,40.758654110169125,3.0896191526507257,0.0125974805038993
TRADOORUSDTUSDT,1.5617804999999998,1.5391456152135,2025-11-26 02:15:00,2025-11-26 02:15:00,-13.706098694987228,626.062829971554,Stop Loss,0 days 00:00:00,73.31247104550208,26.31536683520603,7.009325459229663,0.0153747597693786
TRADOORUSDTUSDT,1.5337664999999998,1.5115376221155,2025-11-26 02:30:00,2025-11-26 02:30:00,-13.402890350665816,612.212975367321,Stop Loss,0 days 00:00:00,68.29900393604831,27.728395400769696,3.691767902834655,0.0241356816699283
TRADOORUSDTUSDT,1.550775,1.528299617925,2025-11-26 03:00:00,2025-11-26 03:00:00,-13.106389626223104,598.6695092969147,Stop Loss,0 days 00:00:00,69.13348090367919,30.742969101284768,3.029451835417873,0.0083870967741934
WLFIUSDTUSDT,0.1703851499999999,0.1727003555916093,2025-11-26 03:30:00,2025-11-26 04:00:00,11.187659897771404,609.4297618203041,Smart Trailing (Max 77%),0 days 00:30:00,73.44697406155892,42.607392860760136,2.596145925377696,0.0017615971814444
DASHUSDTUSDT,63.13155,62.21658444585,2025-11-26 05:30:00,2025-11-26 05:30:00,-13.046805980289646,595.9478664119997,Stop Loss,0 days 00:00:00,79.65013853694329,41.690824237754555,7.01942959095374,0.0020602218700474
PLUMEUSDTUSDT,0.0344171999999999,0.0339183915203999,2025-11-26 06:30:00,2025-11-26 06:30:00,-12.758182607001674,582.7642194897185,Stop Loss,0 days 00:00:00,89.82213016495662,32.593743946498066,7.922036642630187,0.0229584423132809
PLUMEUSDTUSDT,0.0322761299999999,0.0318083520479099,2025-11-26 06:45:00,2025-11-26 06:45:00,-12.475944202703984,569.8722231563014,Stop Loss,0 days 00:00:00,72.45975252114965,34.854155360919556,5.033427137722054,0.0753254804711717
PLUMEUSDTUSDT,0.031625805,0.031167452208135,2025-11-26 07:00:00,2025-11-26 07:00:00,-12.199949518167552,557.2654254742471,Stop Loss,0 days 00:00:00,68.16310461469442,35.222584575094274,3.821945874008488,0.0243593799430559
PLUMEUSDTUSDT,0.031265625,0.0326371683149375,2025-11-26 07:15:00,2025-11-26 07:15:00,34.50708411332041,591.3746617789901,Smart Trailing (Max 94%),0 days 00:00:00,65.82241621491077,35.92721205104479,2.6519840818707254,0.0310399999999999
RVVUSDTUSDT,0.00642321,0.00633011841747,2025-11-26 08:15:00,2025-11-26 08:15:00,-12.651239902619912,577.8793245506154,Stop Loss,0 days 00:00:00,74.22621683392092,33.30329499789563,4.737884745403503,0.0018691588785046
RVVUSDTUSDT,0.00670335,0.0068596152943762,2025-11-26 08:30:00,2025-11-26 08:30:00,18.822245132945692,596.2890050197853,Smart Trailing (Max 55%),0 days 00:00:00,77.96116570318904,35.539329216604486,6.678368618100028,0.0101507687714583
RVVUSDTUSDT,0.006779388,0.00733693219875,2025-11-26 08:45:00,2025-11-26 08:45:00,69.5954117575309,665.4587089133769,Smart Trailing (Max 171%),0 days 00:00:00,78.58459788331658,37.52029037590888,3.369436113651689,0.0163789287295263
RVVUSDTUSDT,0.007271634,0.007166246208438,2025-11-26 09:00:00,2025-11-26 09:00:00,-14.246285966005823,650.7373328431993,Stop Loss,0 days 00:00:00,82.97073282126556,41.75014142326073,3.664538414722057,0.0118245565791283
RVVUSDTUSDT,0.0077678819999999,0.007655302086174,2025-11-26 09:15:00,2025-11-26 09:15:00,-13.931127518907966,636.3416252337344,Stop Loss,0 days 00:00:00,85.97017559898057,45.89066675720327,4.744203150612776,0.0239567233384853
RVVUSDTUSDT,0.0081410685,0.0080230799942295,2025-11-26 09:30:00,2025-11-26 09:30:00,-13.622941053631523,622.2643815990835,Stop Loss,0 days 00:00:00,88.14428329177211,47.06689034135264,3.195431886684895,0.0126644534612075
RVVUSDTUSDT,0.0082691325,0.0081492879626775,2025-11-26 09:45:00,2025-11-26 09:45:00,-13.321572334962491,608.498556832052,Stop Loss,0 days 00:00:00,89.17473677889089,48.52989634149272,3.009829884817395,0.0335229335592401
OMUSDTUSDT,0.0880940249999999,0.086817278295675,2025-11-26 10:00:00,2025-11-26 10:00:00,-13.026870539701216,595.0372616783492,Stop Loss,0 days 00:00:00,79.44439450652877,46.741263405561654,5.028345339914418,0.0156711333181922
OMUSDTUSDT,0.08912454,0.08783285804178,2025-11-26 10:15:00,2025-11-26 10:15:00,-12.738688181180976,581.8737592887878,Stop Loss,0 days 00:00:00,80.63145549179076,49.84615198593624,4.306084994967031,0.002919708029197
OMUSDTUSDT,0.09160578,0.09027813743046,2025-11-26 10:30:00,2025-11-26 10:30:00,-12.456881035457242,569.0014618477556,Stop Loss,0 days 00:00:00,83.53970635661135,53.117588177642965,4.536821324029438,0.0158383397050791
OMUSDTUSDT,0.09152574,0.09019925745018,2025-11-26 10:45:00,2025-11-26 10:45:00,-12.18130806912876,556.4139272762725,Stop Loss,0 days 00:00:00,83.41578388028827,59.6340344703438,3.990938922623717,0.0339927860968412
