symbol,side,entry_price,exit_price,entry_time,exit_time,pnl,reason,duration,balance_after,rsi,adx,vol
OMUSDTUSDT,LONG,0.321270555,0.31661438084638505,2025-06-02 00:15:00,2025-06-02 00:15:00,-2.140821928571422,Stop Loss,0 days 00:00:00,97.7877851964375,66.73034115618647,40.190707449614884,8.420609416949175
SYRUPUSDTUSDT,LONG,0.39735858,0.39795422051142004,2025-06-02 14:30:00,2025-06-02 14:30:00,0.1394524363803471,Smart Break-even,0 days 00:00:00,97.85742412157602,70.09622446601493,50.89428257740582,3.7937464913439367
HYPEUSDTUSDT,LONG,35.4647235,35.959219490453705,2025-06-02 20:00:00,2025-06-02 20:15:00,1.8783520623113112,Smart Trailing (Max 78%),0 days 00:15:00,99.66591295541473,78.26800672749806,39.68783669557552,4.749938615036644
ZENUSDTUSDT,LONG,11.439716999999998,11.959204084770205,2025-06-02 22:15:00,2025-06-02 22:15:00,6.391166104584221,Smart Trailing (Max 97%),0 days 00:00:00,105.98592469935397,86.29283371886748,36.689562251397355,3.5778598634543237
ALCHUSDTUSDT,LONG,0.13965979499999998,0.13763570559106497,2025-06-03 15:30:00,2025-06-03 15:30:00,-2.268969917162965,Stop Loss,0 days 00:00:00,103.64128838346227,88.68155608817533,36.08440741672233,5.4482001798969435
TRBUSDTUSDT,LONG,48.009992999999994,47.314184171451,2025-06-04 02:15:00,2025-06-04 02:15:00,-2.2187754287671133,Stop Loss,0 days 00:00:00,101.3485204592404,75.26402175835486,36.197432811778484,7.058213731093419
TRBUSDTUSDT,LONG,48.036006,49.18072061423163,2025-06-04 02:30:00,2025-06-04 03:00:00,3.3761262887961756,Smart Trailing (Max 56%),0 days 00:30:00,104.65229112551981,75.40994003514217,38.691818399017265,4.486541252012846
COMPUSDTUSDT,LONG,47.2236,47.2943881764,2025-06-04 09:45:00,2025-06-04 09:45:00,0.1492417170602823,Smart Break-even,0 days 00:00:00,104.72681856320155,82.43632062084403,35.0421537243349,9.112261996955894
COMPUSDTUSDT,LONG,47.193585,50.6775735375,2025-06-04 10:00:00,2025-06-04 10:00:00,10.964365024201987,Smart Trailing (Max 154%),0 days 00:00:00,115.61641610074457,81.39196016924222,38.33988550693761,6.754365929192948
COMPUSDTUSDT,LONG,48.39418499999999,47.692808076795,2025-06-04 10:30:00,2025-06-04 10:30:00,-2.4751415889131225,Stop Loss,0 days 00:00:00,113.05873262841548,72.07222516197858,45.55001003495563,11.400719049871649
COMPUSDTUSDT,LONG,47.793885,47.10120822469501,2025-06-04 10:45:00,2025-06-04 10:45:00,-2.4203861402740556,Stop Loss,0 days 00:00:00,110.55763060848952,65.28789962768536,46.788179150126226,3.831151384382015
TRXUSDTUSDT,LONG,0.28075030500000003,0.28117114970719503,2025-06-05 23:30:00,2025-06-06 00:00:00,0.15766315719105645,Smart Break-even,0 days 00:30:00,110.63636349466715,79.35125255628994,44.76724300774102,10.400726858768593
ETHFIUSDTUSDT,LONG,1.16748345,1.1941307737267814,2025-06-07 02:00:00,2025-06-07 03:30:00,3.526640204285018,Smart Trailing (Max 54%),0 days 01:30:00,114.00508712830275,70.29914645103011,36.58870922367064,3.6079864164922357
PENGUUSDTUSDT,LONG,0.010285139999999998,0.010136077465979998,2025-06-07 03:30:00,2025-06-07 03:45:00,-2.366836570768719,Stop Loss,0 days 00:15:00,111.63825055753402,78.04266980440966,42.85686688727022,4.5249888337707835
MOODENGUSDTUSDT,LONG,0.20586288,0.20617146845712,2025-06-07 04:00:00,2025-06-07 04:15:00,0.1592041991974102,Smart Break-even,0 days 00:15:00,111.71775300006867,83.27147568809765,35.125935349098185,5.438741020957962
PENGUUSDTUSDT,LONG,0.010345169999999999,0.01036067740983,2025-06-07 10:45:00,2025-06-07 11:00:00,0.15931757541601213,Smart Break-even,0 days 00:15:00,111.7973120597425,65.15679110335962,34.813251939962704,4.525549206440326
ENAUSDTUSDT,LONG,0.32066025,0.3239881326571376,2025-06-07 12:15:00,2025-06-07 12:30:00,1.5757004418992204,Smart Trailing (Max 61%),0 days 00:15:00,113.21343885360555,76.01862954283452,47.73976080804458,3.2603601980867554
INJUSDTUSDT,LONG,12.8214075,12.991977746351091,2025-06-07 11:15:00,2025-06-07 13:15:00,2.0437984523962553,Smart Trailing (Max 36%),0 days 02:00:00,115.25723730600181,74.9178928389732,34.714128459637585,3.3035163749651315
TRBUSDTUSDT,LONG,49.839907499999995,50.56230712770552,2025-06-07 14:30:00,2025-06-07 14:30:00,2.303029652766428,Smart Trailing (Max 38%),0 days 00:00:00,117.4779815034202,80.04211424384916,52.492943767349296,4.414002798021219
TRBUSDTUSDT,LONG,50.35516499999999,50.430647392335,2025-06-07 14:45:00,2025-06-07 14:45:00,0.1675320768211288,Smart Break-even,0 days 00:00:00,117.56164267176455,81.75188863776623,54.67315087413034,3.829311064909093
XRPUSDTUSDT,LONG,2.2420204499999996,2.2578788267721466,2025-06-08 12:00:00,2025-06-08 12:15:00,1.1033522728679792,Smart Trailing (Max 46%),0 days 00:15:00,118.58106430804241,75.64124731917198,33.87591072042135,5.521429315940319
XRPUSDTUSDT,LONG,2.2827408,2.2861626284592,2025-06-08 13:45:00,2025-06-08 15:15:00,0.1691051524800362,Smart Break-even,0 days 01:30:00,118.66551102951793,81.06602509411661,46.67411046278174,3.4598667282272904
SPXUSDTUSDT,LONG,1.28074005,1.2938302404530004,2025-06-08 18:30:00,2025-06-08 18:45:00,1.6458491522554575,Smart Trailing (Max 30%),0 days 00:15:00,120.14198322500957,76.4944482076353,41.99765930231744,3.3867568311055467
1000PEPEUSDTUSDT,LONG,0.01200009705,0.012018085195477951,2025-06-08 21:15:00,2025-06-08 21:45:00,0.17133113546480966,Smart Break-even,0 days 00:30:00,120.22754154457874,74.10431533351041,35.76166445440317,3.2377485477077057
LAUSDTUSDT,LONG,1.1745869999999998,1.157563710609,2025-06-08 22:00:00,2025-06-08 22:00:00,-2.57385757356865,Stop Loss,0 days 00:00:00,117.56785007257034,81.27751157114938,43.59133382116142,3.2374120193597147
ICPUSDTUSDT,LONG,5.6258115,5.544276613930501,2025-06-08 16:30:00,2025-06-08 23:15:00,-2.540417281771248,Stop Loss,0 days 06:45:00,115.02743279079908,78.28846370372588,46.46364116522418,7.679173702785153
CHESSUSDTUSDT,LONG,0.07689842999999999,0.0780036461327677,2025-06-09 10:45:00,2025-06-09 10:45:00,2.2784023558228963,Smart Trailing (Max 38%),0 days 00:00:00,117.2237137553242,60.81596595585281,33.50762247497149,4.062987462285854
PENGUUSDTUSDT,LONG,0.010749372,0.010959672548316042,2025-06-09 19:45:00,2025-06-09 21:30:00,3.190863418354577,Smart Trailing (Max 48%),0 days 01:45:00,120.16368823752119,68.73089450421088,44.5261591302409,3.7714630523659296
PNUTUSDTUSDT,LONG,0.293956905,0.289696587575835,2025-06-09 21:30:00,2025-06-09 21:45:00,-2.5059689674904373,Stop Loss,0 days 00:15:00,117.65771927003075,79.33210023728078,37.86844486405336,3.870090425599119
UNIUSDTUSDT,LONG,7.1745855,7.1853402036645,2025-06-10 01:45:00,2025-06-10 01:45:00,0.16778839584310595,Smart Break-even,0 days 00:00:00,117.74150843743806,77.95310905742821,50.74943594115375,7.943544723454795
UNIUSDTUSDT,LONG,7.5637799999999995,8.054903533500001,2025-06-10 11:30:00,2025-06-10 11:30:00,10.831966370790111,Smart Trailing (Max 333%),0 days 00:00:00,128.48941576029682,80.40021155067339,36.4296398390877,6.443074814846448
SYRUPUSDTUSDT,LONG,0.473946855,0.480198911759936,2025-06-10 14:45:00,2025-06-10 14:45:00,2.3283890932515336,Smart Trailing (Max 36%),0 days 00:00:00,130.72607256557785,78.98514831822808,44.76410614420336,3.396652890743991
SYRUPUSDTUSDT,LONG,0.47631804,0.46941476264628,2025-06-10 15:00:00,2025-06-10 15:00:00,-2.79861242784409,Stop Loss,0 days 00:00:00,127.83413103616627,80.01100501793057,46.63851997393967,3.213274793084221
PENGUUSDTUSDT,LONG,0.012176085,0.012363108413281601,2025-06-10 23:15:00,2025-06-10 23:30:00,2.712314685457181,Smart Trailing (Max 40%),0 days 00:15:00,130.45518126025686,61.8456915034552,33.09000774781659,3.2829433446593335
FARTCOINUSDTUSDT,LONG,1.4719356,1.4506028373492,2025-06-11 16:45:00,2025-06-11 16:45:00,-2.792813127377185,Stop Loss,0 days 00:00:00,127.56923242840317,66.13350943842326,34.209271489379724,3.730704847932372
PAXGUSDTUSDT,LONG,3468.15321,3454.102085,2025-06-13 03:00:00,2025-06-14 03:00:00,-0.8290990642917209,Time Stop (24h),1 days 00:00:00,126.64905802147676,85.60810738971678,48.89477592348716,4.244515196805797
OMUSDTUSDT,LONG,0.274227045,0.270252672436815,2025-06-14 08:45:00,2025-06-14 09:00:00,-2.7113308064529313,Stop Loss,0 days 00:15:00,123.84730881135317,76.86453984565688,44.03702740205086,4.5507835305225175
BCHUSDTUSDT,LONG,450.3750749999999,451.05018723742495,2025-06-15 13:00:00,2025-06-15 13:00:00,0.17661519706370743,Smart Break-even,0 days 00:00:00,123.93550585405738,74.86279153695921,34.6115030915642,4.135309629526023
BCHUSDTUSDT,LONG,456.56816999999995,461.0362547270876,2025-06-15 13:30:00,2025-06-15 14:45:00,1.6432687998222741,Smart Trailing (Max 59%),0 days 01:15:00,125.49029353311572,80.98171682616379,39.465788582069656,4.927392090314501
SOLUSDTUSDT,LONG,151.91592,152.14364196408,2025-06-15 15:00:00,2025-06-15 15:00:00,0.17895821180653096,Smart Break-even,0 days 00:00:00,125.57966061653421,84.26428250190266,38.06438212195854,6.895343091775595
FETUSDTUSDT,LONG,0.69824895,0.68812922796765,2025-06-15 15:15:00,2025-06-15 18:15:00,-2.68843691230433,Stop Loss,0 days 03:00:00,122.80156877411171,73.92008611123725,35.412835415622474,3.746334102120926
LAUSDTUSDT,LONG,0.8754375,0.8868932891138359,2025-06-16 00:30:00,2025-06-16 00:30:00,2.2067871062105384,Smart Trailing (Max 36%),0 days 00:00:00,124.92068430984027,75.71237865867477,38.67345359474841,8.827497321648188
BIDUSDTUSDT,LONG,0.08108052,0.07990542002364001,2025-06-18 23:15:00,2025-06-18 23:15:00,-2.6743294030265417,Stop Loss,0 days 00:00:00,122.1571704388264,79.50189767386128,35.31647684773482,4.743423935553884
BIDUSDTUSDT,LONG,0.078889425,0.077746080563475,2025-06-18 23:30:00,2025-06-18 23:30:00,-2.615167492076769,Stop Loss,0 days 00:00:00,119.45479143076561,65.51885668772042,38.26021726618059,8.355515991563397
IPUSDTUSDT,LONG,2.9396891099999998,3.011709838962144,2025-06-19 21:30:00,2025-06-19 21:30:00,4.093406409580212,Smart Trailing (Max 57%),0 days 00:00:00,123.46291563042881,83.29355278339813,38.35082833099761,4.226613051260743
LAYERUSDTUSDT,LONG,0.70545255,0.70651002337245,2025-06-21 11:30:00,2025-06-21 11:30:00,0.17606702465647364,Smart Break-even,0 days 00:00:00,123.55083893006892,78.13168734586677,35.7318661963556,6.651082174242697
LAYERUSDTUSDT,LONG,0.7061529,0.7072114231971,2025-06-21 11:45:00,2025-06-21 12:15:00,0.17619240962479568,Smart Break-even,0 days 00:30:00,123.63882484370595,78.3465210573371,37.79888078151498,4.353430183416787
LAYERUSDTUSDT,LONG,0.7227612,0.7337785904820352,2025-06-21 13:45:00,2025-06-21 13:45:00,2.6027475321264517,Smart Trailing (Max 40%),0 days 00:00:00,126.1533030641713,67.64748533423008,47.068823905322404,5.689350601348151
SUSDTUSDT,LONG,0.27403694999999995,0.27960262663026975,2025-06-23 02:15:00,2025-06-23 04:15:00,3.5682992658377266,Smart Trailing (Max 49%),0 days 02:00:00,129.54153768971605,73.38085019404961,51.39284835018232,5.072312747044336
BIDUSDTUSDT,LONG,0.10498246499999998,0.11936098965000001,2025-06-23 04:15:00,2025-06-23 04:30:00,24.563011779800455,Smart Trailing (Max 281%),0 days 00:15:00,154.1045494695165,59.8349163506368,33.12278003689423,10.062095056870188
RESOLVUSDTUSDT,LONG,0.20863426499999999,0.205610528597355,2025-06-23 09:00:00,2025-06-23 09:00:00,-3.299103987969596,Stop Loss,0 days 00:00:00,150.6954258131886,78.18860553924218,33.440603618207525,7.0806166514434725
RESOLVUSDTUSDT,LONG,0.20992491,0.21023958744009003,2025-06-23 09:15:00,2025-06-23 09:15:00,0.2149025488082173,Smart Break-even,0 days 00:00:00,150.80274256502875,79.23109481025817,36.82944914015179,5.986324655412487
SUSDTUSDT,LONG,0.2923461,0.28810912797270005,2025-06-23 13:00:00,2025-06-23 13:00:00,-3.2284181817192232,Stop Loss,0 days 00:00:00,147.46666196982696,77.24410718204243,40.52310191334097,5.001236767232532
SUSDTUSDT,LONG,0.28744365,0.28327772918055,2025-06-23 13:15:00,2025-06-23 13:30:00,-3.1569986367823506,Stop Loss,0 days 00:15:00,144.20438264341095,62.08546539523765,42.50899480316729,3.246218908209491
SUSDTUSDT,LONG,0.2897448,0.28554552861360005,2025-06-23 13:45:00,2025-06-23 14:45:00,-3.0871590455911804,Stop Loss,0 days 01:00:00,141.0142719431875,64.378859598549,41.9258695498852,5.117284918778989
BIDUSDTUSDT,LONG,0.12271132499999998,0.12093286976677499,2025-06-25 03:45:00,2025-06-25 03:45:00,-3.0188644561751024,Stop Loss,0 days 00:00:00,137.89473334412443,66.22291928030896,44.69353268247884,3.2783392946348293
MYXUSDTUSDT,LONG,0.09960978,0.09816613545846001,2025-06-26 02:45:00,2025-06-26 02:45:00,-2.9520806897761,Stop Loss,0 days 00:00:00,134.8442056397527,69.23199423039821,33.974388677105935,4.19878013542359
MYXUSDTUSDT,LONG,0.10508251499999999,0.10355955411010499,2025-06-26 03:45:00,2025-06-26 04:00:00,-2.884713372559532,Stop Loss,0 days 00:15:00,131.76702268618058,81.08739173234814,43.54155391144472,5.388488069527207
MYXUSDTUSDT,LONG,0.10335165,0.10185377453655,2025-06-26 04:30:00,2025-06-26 04:30:00,-2.820897316291442,Stop Loss,0 days 00:00:00,128.85205310410333,68.32080289392586,47.9178924140093,4.653800189749615
ETHUSDTUSDT,LONG,2500.88982,2464.64442383874,2025-06-26 03:15:00,2025-06-26 05:30:00,-2.8867743237437633,Stop Loss,0 days 02:15:00,125.96527878035957,81.37690985001763,33.05897213633474,4.562774709707328
PENGUUSDTUSDT,LONG,0.0101720835,0.0101873314531665,2025-06-27 15:45:00,2025-06-27 15:45:00,0.17963557503590688,Smart Break-even,0 days 00:00:00,126.05498412138365,75.0807382191901,33.29457749526529,3.7585529244662284
PENGUUSDTUSDT,LONG,0.010634314499999999,0.010650255337435499,2025-06-27 16:45:00,2025-06-27 16:45:00,0.17976350132380717,Smart Break-even,0 days 00:00:00,126.14475334547366,79.07781167409998,37.342020144849016,5.842625887012172
PENGUUSDTUSDT,LONG,0.010557276,0.010404269398932003,2025-06-27 17:00:00,2025-06-27 17:00:00,-2.7005345413622175,Stop Loss,0 days 00:00:00,123.35416043804771,74.7976952201371,39.30261752581289,4.572818347483302
WUSDTUSDT,LONG,0.06929463,0.06829034292741,2025-06-28 02:15:00,2025-06-28 02:30:00,-2.6407929164628943,Stop Loss,0 days 00:15:00,120.62530144002699,77.2163858266832,46.56688549744801,5.149938156340277
MYXUSDTUSDT,LONG,0.11595794999999999,0.11613177096705,2025-06-28 03:30:00,2025-06-28 03:30:00,0.1720203821073895,Smart Break-even,0 days 00:00:00,120.71120395146968,75.84934839095877,33.594019574468525,6.684764822277616
PNUTUSDTUSDT,LONG,0.21832911,0.21516486620877,2025-06-28 11:15:00,2025-06-28 11:15:00,-2.5842119244356243,Stop Loss,0 days 00:00:00,118.04081282809676,86.90687426606864,33.63462733681474,6.250763204623343
JTOUSDTUSDT,LONG,2.1304646999999997,2.1533873005415796,2025-06-28 16:00:00,2025-06-28 16:00:00,1.7291389234182755,Smart Trailing (Max 31%),0 days 00:00:00,119.68567902157423,66.59718973042608,41.18134896241289,4.491808604391546
JTOUSDTUSDT,LONG,2.1849919499999997,2.18826725293305,2025-06-28 17:00:00,2025-06-28 17:00:00,0.1704367924390237,Smart Break-even,0 days 00:00:00,119.5999576381539,77.85346535499941,48.48522354545913,3.6929065171934963
BIDUSDTUSDT,LONG,0.13262628,0.13282508679372004,2025-06-28 16:45:00,2025-06-28 17:45:00,0.170558559097937,Smart Break-even,0 days 01:00:00,119.68513034900585,65.46745180342967,34.907219543085745,3.6836259923291808
JTOUSDTUSDT,LONG,2.25762825,2.2249084437727498,2025-06-28 18:00:00,2025-06-28 21:00:00,-2.562245515750807,Stop Loss,0 days 03:00:00,117.03743817776207,86.17785992433942,54.955820205354094,3.437856370311828
BIDUSDTUSDT,LONG,0.138359145,0.138566545358355,2025-06-29 00:00:00,2025-06-29 00:00:00,0.16690383025668137,Smart Break-even,0 days 00:00:00,117.12078561608774,69.95900121269413,53.180499659518134,3.4680433255010197
SAHARAUSDTUSDT,LONG,0.097658805,0.09879956895468096,2025-06-29 02:15:00,2025-06-29 02:15:00,1.8697959844919596,Smart Trailing (Max 68%),0 days 00:00:00,118.90696570451624,77.99095824372638,36.47436156038777,10.091158411493645
HUSDTUSDT,LONG,0.023191589999999998,0.02285547428613,2025-06-29 03:45:00,2025-06-29 03:45:00,-2.5455863964011827,Stop Loss,0 days 00:00:00,116.27648820673396,79.03110422106168,37.46914432393525,5.898432918998663
HUSDTUSDT,LONG,0.02305152,0.02271743432064,2025-06-29 04:00:00,2025-06-29 04:00:00,-2.489272557302529,Stop Loss,0 days 00:00:00,113.70420252156198,75.5861251115413,40.25262013087182,6.07918154688646
VIRTUALUSDTUSDT,LONG,1.5917955,1.5941816014545,2025-06-29 08:45:00,2025-06-29 09:30:00,0.1621503957417992,Smart Break-even,0 days 00:45:00,113.78517621813796,85.3549794569677,33.51917576550669,3.367243963825
FARTCOINUSDTUSDT,LONG,1.16628285,1.1827792719221053,2025-06-29 13:15:00,2025-06-29 13:15:00,2.216758140659213,Smart Trailing (Max 79%),0 days 00:00:00,115.92069985018138,76.84515963436687,33.07126493950933,4.706884534259742
OPUSDTUSDT,LONG,0.610305,0.6198040774802067,2025-06-29 22:15:00,2025-06-29 22:15:00,2.493403528261416,Smart Trailing (Max 40%),0 days 00:00:00,118.33134425810997,84.27883737752883,39.8047970738139,6.777748700973825
ETHFIUSDTUSDT,LONG,1.03281615,1.0541010624966562,2025-06-29 22:45:00,2025-06-29 23:00:00,3.39508921868743,Smart Trailing (Max 50%),0 days 00:15:00,121.55753349224143,85.01697105453651,41.9095173630676,3.589842857794433
