symbol,id,orderId,side,price,qty,realizedPnl,quoteQty,commission,commissionAsset,time,positionSide,buyer,maker
CFXUSDT,451457288,12555875736,BUY,0.0765900,131,0,10.0332900,0.00501664,USDT,2025-12-25 00:15:01.111,BOTH,True,False
CFXUSDT,451463476,12555921491,SELL,0.0757200,145,-0.12615000,10.9794000,0.00548970,USDT,2025-12-25 00:16:46.027,BOTH,False,False
OPENUSDT,103936695,629744465,BUY,0.1696000,1,0,0.1696000,0.00008480,USDT,2025-12-25 00:30:01.683,BOTH,True,False
OPENUSDT,103936697,629744465,BUY,0.1696000,28,0,4.7488000,0.00237440,USDT,2025-12-25 00:30:01.684,BOTH,True,False
OPENUSDT,103936696,629744465,BUY,0.1696000,35,0,5.9360000,0.00296800,USDT,2025-12-25 00:30:01.684,BOTH,True,False
OPENUSDT,103940885,629783695,SELL,0.1701000,57,0.02850000,9.6957000,0.00484785,USDT,2025-12-25 01:00:01.701,BOTH,False,False
OPENUSDT,103940884,629783695,SELL,0.1701000,7,0.00350000,1.1907000,0.00059535,USDT,2025-12-25 01:00:01.701,BOTH,False,False
OPENUSDT,103942239,629798886,BUY,0.1704000,64,0,10.9056000,0.00545280,USDT,2025-12-25 01:15:01.145,BOTH,True,False
NOMUSDT,11317440,128472114,BUY,0.0074080,1351,0,10.0082080,0.00500410,USDT,2025-12-25 01:15:01.260,BOTH,True,False
NOMUSDT,11317441,128472114,BUY,0.0074090,130,0,0.9631700,0.00048158,USDT,2025-12-25 01:15:01.260,BOTH,True,False
NOMUSDT,11318331,128481825,SELL,0.0073500,281,-0.01632266,2.0653500,0.00103267,USDT,2025-12-25 01:21:43.589,BOTH,False,False
NOMUSDT,11318330,128481825,SELL,0.0073510,1200,-0.06850533,8.8212000,0.00441060,USDT,2025-12-25 01:21:43.589,BOTH,False,False
NOMUSDT,11320492,128501721,BUY,0.0075090,1200,0,9.0108000,0.00450539,USDT,2025-12-25 01:30:00.941,BOTH,True,False
NOMUSDT,11320493,128501721,BUY,0.0075090,241,0,1.8096690,0.00090483,USDT,2025-12-25 01:30:00.941,BOTH,True,False
LUMIAUSDT,32773198,801130475,BUY,0.1135000,96.4,0,10.94140000,0.00547070,USDT,2025-12-25 01:30:01.524,BOTH,True,False
OPENUSDT,103943188,629810863,SELL,0.1684000,64,-0.12800000,10.7776000,0.00538880,USDT,2025-12-25 01:30:47.053,BOTH,False,False
NOMUSDT,11346421,128643792,SELL,0.0075800,1441,0.10231100,10.9227800,0.00546139,USDT,2025-12-25 01:45:01.642,BOTH,False,False
LUMIAUSDT,32776511,801195407,SELL,0.1119000,90.8,-0.14528000,10.16052000,0.00508025,USDT,2025-12-25 02:09:25.361,BOTH,False,False
LUMIAUSDT,32776512,801195407,SELL,0.1119000,5.6,-0.00896000,0.62664000,0.00031332,USDT,2025-12-25 02:09:25.361,BOTH,False,False
KMNOUSDT,54331379,902800039,BUY,0.0508900,363,0,18.4730700,0.00923653,USDT,2025-12-25 02:15:01.264,BOTH,True,False
PNUTUSDT,618110998,9775832700,BUY,0.0722200,234,0,16.8994800,0.00844974,USDT,2025-12-25 02:15:01.475,BOTH,True,False
BIOUSDT,212291875,3477511892,BUY,0.0429800,229,0,9.8424200,0.00492120,USDT,2025-12-25 02:15:01.528,BOTH,True,False
BIOUSDT,212291874,3477511892,BUY,0.0429800,105,0,4.5129000,0.00225645,USDT,2025-12-25 02:15:01.528,BOTH,True,False
AVNTUSDT,259229852,1810783220,BUY,0.4016000,25,0,10.0400000,0.00502000,USDT,2025-12-25 02:15:01.580,BOTH,True,False
AVNTUSDT,259245161,1810928501,SELL,0.3972000,13,-0.05720000,5.1636000,0.00258180,USDT,2025-12-25 02:22:12.360,BOTH,False,False
AVNTUSDT,259245162,1810928501,SELL,0.3972000,12,-0.05280000,4.7664000,0.00238319,USDT,2025-12-25 02:22:12.360,BOTH,False,False
KMNOUSDT,54332451,902811286,BUY,0.0512300,45,0,2.3053500,0.00115267,USDT,2025-12-25 02:30:01.230,BOTH,True,False
KMNOUSDT,54332450,902811286,BUY,0.0512300,108,0,5.5328400,0.00276642,USDT,2025-12-25 02:30:01.230,BOTH,True,False
KMNOUSDT,54332449,902811286,BUY,0.0512300,179,0,9.1701700,0.00458508,USDT,2025-12-25 02:30:01.230,BOTH,True,False
BIOUSDT,212292644,3477531940,BUY,0.0430700,214,0,9.2169800,0.00460849,USDT,2025-12-25 02:30:01.475,BOTH,True,False
BIOUSDT,212292643,3477531940,BUY,0.0430700,110,0,4.7377000,0.00236885,USDT,2025-12-25 02:30:01.475,BOTH,True,False
MIRAUSDT,86493648,407800157,BUY,0.1374000,39,0,5.3586000,0.00267930,USDT,2025-12-25 02:30:01.889,BOTH,True,False
MIRAUSDT,86493647,407800157,BUY,0.1374000,36,0,4.9464000,0.00247320,USDT,2025-12-25 02:30:01.889,BOTH,True,False
BIOUSDT,212293604,3477558374,BUY,0.0431100,135,0,5.8198500,0.00290992,USDT,2025-12-25 02:45:01.284,BOTH,True,False
PNUTUSDT,618113388,9775874769,BUY,0.0726200,100,0,7.2620000,0.00363100,USDT,2025-12-25 02:45:01.284,BOTH,True,False
PNUTUSDT,618113389,9775874769,BUY,0.0726200,123,0,8.9322600,0.00446612,USDT,2025-12-25 02:45:01.284,BOTH,True,False
BIOUSDT,212293603,3477558374,BUY,0.0431100,122,0,5.2594200,0.00262971,USDT,2025-12-25 02:45:01.284,BOTH,True,False
BIOUSDT,212293605,3477558374,BUY,0.0431100,63,0,2.7159300,0.00135796,USDT,2025-12-25 02:45:01.284,BOTH,True,False
TAOUSDT,512690296,8865848209,BUY,223.15,0.046,0,10.26490,0.00513245,USDT,2025-12-25 02:45:01.425,BOTH,True,False
MIRAUSDT,86495895,407823551,SELL,0.1387000,75,0.09750000,10.4025000,0.00520125,USDT,2025-12-25 03:00:01.623,BOTH,False,False
KMNOUSDT,54334508,902832776,BUY,0.0513600,108,0,5.5468800,0.00277344,USDT,2025-12-25 03:15:01.248,BOTH,True,False
KMNOUSDT,54334507,902832776,BUY,0.0513600,196,0,10.0665600,0.00503328,USDT,2025-12-25 03:15:01.248,BOTH,True,False
KMNOUSDT,54334509,902832776,BUY,0.0513600,39,0,2.0030400,0.00100152,USDT,2025-12-25 03:15:01.248,BOTH,True,False
JUPUSDT,321499251,7228527722,BUY,0.1989000,64,0,12.7296000,0.00636480,USDT,2025-12-25 03:15:01.542,BOTH,True,False
ZBTUSDT,18049194,191451290,BUY,0.1076000,97,0,10.4372000,0.00521860,USDT,2025-12-25 03:15:01.544,BOTH,True,False
ZBTUSDT,18059484,191515875,SELL,0.1062000,49,-0.06860000,5.2038000,0.00260190,USDT,2025-12-25 03:19:02.913,BOTH,False,False
ZBTUSDT,18059485,191515875,SELL,0.1062000,48,-0.06720000,5.0976000,0.00254880,USDT,2025-12-25 03:19:02.913,BOTH,False,False
PNUTUSDT,618116747,9775930956,SELL,0.0724100,143,-0.00074159,10.3546300,0.00517731,USDT,2025-12-25 03:28:02.269,BOTH,False,False
PNUTUSDT,618116748,9775930956,SELL,0.0724100,314,-0.00162840,22.7367400,0.01136837,USDT,2025-12-25 03:28:02.269,BOTH,False,False
KMNOUSDT,54335162,902840088,SELL,0.0510200,140,-0.01876782,7.1428000,0.00357140,USDT,2025-12-25 03:28:02.269,BOTH,False,False
KMNOUSDT,54335164,902840088,SELL,0.0510200,738,-0.09893323,37.6527600,0.01882638,USDT,2025-12-25 03:28:02.269,BOTH,False,False
KMNOUSDT,54335163,902840088,SELL,0.0510200,160,-0.02144894,8.1632000,0.00408160,USDT,2025-12-25 03:28:02.269,BOTH,False,False
TAOUSDT,512707092,8866060357,SELL,222.85,0.046,-0.01380000,10.25110,0.00512555,USDT,2025-12-25 03:28:02.269,BOTH,False,False
BIOUSDT,212296622,3477643485,SELL,0.0436500,978,0.58450000,42.6897000,0.02134485,USDT,2025-12-25 03:28:02.270,BOTH,False,False
JUPUSDT,321500448,7228557399,SELL,0.1984000,64,-0.03200000,12.6976000,0.00634880,USDT,2025-12-25 03:28:02.272,BOTH,False,False
SOLUSDT,3038744754,185675246157,BUY,124.8800,0.14,0,17.483200,0.00874160,USDT,2025-12-26 14:00:02.049,BOTH,True,False
SOLUSDT,3038822512,185680370210,SELL,123.9000,0.09,-0.08820000,11.151000,0.00557550,USDT,2025-12-26 14:35:34.573,BOTH,False,False
SOLUSDT,3038822511,185680370210,SELL,123.9000,0.05,-0.04900000,6.195000,0.00309750,USDT,2025-12-26 14:35:34.573,BOTH,False,False
ZECUSDT,744299647,795956833044,BUY,462.90,0.023,0,10.64670,0.00532335,USDT,2025-12-27 02:15:01.762,BOTH,True,False
ZECUSDT,744713638,795961912458,SELL,467.18,0.023,0.09844000,10.74514,0.00537257,USDT,2025-12-27 05:40:09.345,BOTH,False,False
ZECUSDT,745238292,795966982307,BUY,485.99,0.022,0,10.69178,0.00534589,USDT,2025-12-27 10:00:01.304,BOTH,True,False
ZECUSDT,745335349,795968016709,BUY,489.26,0.022,0,10.76372,0.00538186,USDT,2025-12-27 10:15:02.292,BOTH,True,False
ZECUSDT,745425034,795969009749,SELL,490.71,0.022,0.06787000,10.79562,0.00539781,USDT,2025-12-27 10:30:01.511,BOTH,False,False
ZECUSDT,745487568,795969746699,SELL,491.05,0.022,0.07535000,10.80310,0.00540155,USDT,2025-12-27 10:45:01.555,BOTH,False,False
ZECUSDT,745677909,795971005504,BUY,508.18,0.021,0,10.67178,0.00533589,USDT,2025-12-27 11:00:01.116,BOTH,True,False
ZECUSDT,745679735,795971020598,BUY,506.67,0.021,0,10.64007,0.00532003,USDT,2025-12-27 11:00:04.996,BOTH,True,False
ZECUSDT,745825269,795972306175,SELL,507.45,0.021,0.00052499,10.65645,0.00532822,USDT,2025-12-27 11:15:01.496,BOTH,False,False
STABLEUSDT,23475944,212507266,BUY,0.0137190,783,0,10.7419770,0.00537098,USDT,2025-12-27 11:15:01.669,BOTH,True,False
STABLEUSDT,23479897,212549475,SELL,0.0135310,730,-0.13724000,9.8776300,0.00493881,USDT,2025-12-27 11:17:12.035,BOTH,False,False
STABLEUSDT,23479898,212549475,SELL,0.0135310,53,-0.00996400,0.7171430,0.00035857,USDT,2025-12-27 11:17:12.035,BOTH,False,False
ZECUSDT,746085325,795974664284,SELL,510.05,0.021,0.05512500,10.71105,0.00535552,USDT,2025-12-27 11:45:01.596,BOTH,False,False
ZENUSDT,443529850,8133732700,BUY,9.447,1.1,0,10.3917,0.00519585,USDT,2025-12-27 12:45:05.060,BOTH,True,False
ZENUSDT,443555358,8133916354,SELL,9.295,1.1,-0.16720000,10.2245,0.00511224,USDT,2025-12-27 12:53:44.597,BOTH,False,False
DOTUSDT,1115477609,30636366517,BUY,1.797,7.8,0,14.0166,0.00700830,USDT,2025-12-27 15:45:02.598,BOTH,True,False
RVVUSDT,42851566,307388433,BUY,0.0043650,2367,0,10.3319550,0.00516597,USDT,2025-12-27 16:15:04.177,BOTH,True,False
RVVUSDT,42878516,307539466,SELL,0.0042880,2367,-0.18225900,10.1496960,0.00507484,USDT,2025-12-27 16:21:33.548,BOTH,False,False
STABLEUSDT,24095229,218943013,BUY,0.0144680,1,0,0.0144680,0.00000723,USDT,2025-12-27 19:45:01.913,BOTH,True,False
STABLEUSDT,24095228,218943013,BUY,0.0144680,693,0,10.0263240,0.00501316,USDT,2025-12-27 19:45:01.913,BOTH,True,False
STABLEUSDT,24097658,218966156,SELL,0.0142650,694,-0.14088200,9.8999100,0.00494995,USDT,2025-12-27 19:46:04.808,BOTH,False,False
DOTUSDT,1115556181,30638769221,SELL,1.843,7.8,0.35880000,14.3754,0.00718770,USDT,2025-12-27 20:59:46.780,BOTH,False,False
RVVUSDT,43429348,311875141,BUY,0.0049730,3357,0,16.6943610,0.00834718,USDT,2025-12-27 22:45:02.794,BOTH,True,False
RVVUSDT,43429350,311875141,BUY,0.0049760,15184,0,75.5555840,0.03777779,USDT,2025-12-27 22:45:02.794,BOTH,True,False
RVVUSDT,43429349,311875141,BUY,0.0049750,5356,0,26.6461000,0.01332305,USDT,2025-12-27 22:45:02.794,BOTH,True,False
RVVUSDT,43448657,312005255,SELL,0.0049050,4515,-0.31765028,22.1460750,0.01107303,USDT,2025-12-27 22:55:08.046,BOTH,False,False
RVVUSDT,43448656,312005255,SELL,0.0049070,5050,-0.34518991,24.7803500,0.01239017,USDT,2025-12-27 22:55:08.046,BOTH,False,False
RVVUSDT,43448658,312005255,SELL,0.0049050,2869,-0.20184688,14.0724450,0.00703622,USDT,2025-12-27 22:55:08.046,BOTH,False,False
RVVUSDT,43448659,312005255,SELL,0.0049040,5056,-0.36076803,24.7946240,0.01239731,USDT,2025-12-27 22:55:08.046,BOTH,False,False
RVVUSDT,43448660,312005255,SELL,0.0049040,2328,-0.16611313,11.4165120,0.00570825,USDT,2025-12-27 22:55:08.046,BOTH,False,False
RVVUSDT,43448655,312005255,SELL,0.0049070,4079,-0.27881775,20.0156530,0.01000782,USDT,2025-12-27 22:55:08.046,BOTH,False,False
DOTUSDT,1115603296,30640095759,BUY,1.899,61.4,0,116.5986,0.05829930,USDT,2025-12-27 23:15:02.941,BOTH,True,False
DOTUSDT,1115614836,30640349423,SELL,1.895,61.4,-0.24560000,116.3530,0.05817650,USDT,2025-12-27 23:29:04.164,BOTH,False,False
DOTUSDT,1115615631,30640367754,BUY,1.891,8.6,0,16.2626,0.00813129,USDT,2025-12-27 23:30:02.370,BOTH,True,False
DOTUSDT,1115615632,30640367754,BUY,1.891,52.7,0,99.6557,0.04982785,USDT,2025-12-27 23:30:02.370,BOTH,True,False
DOTUSDT,1115628993,30640668466,SELL,1.911,54.7,1.09400000,104.5317,0.05226585,USDT,2025-12-27 23:59:02.734,BOTH,False,False
DOTUSDT,1115628994,30640668466,SELL,1.911,6.6,0.13200000,12.6126,0.00630630,USDT,2025-12-27 23:59:02.734,BOTH,False,False
RVVUSDT,43635006,313183488,BUY,0.0054210,5308,0,28.7746680,0.01438733,USDT,2025-12-28 00:15:01.962,BOTH,True,False
RVVUSDT,43635007,313183488,BUY,0.0054210,3516,0,19.0602360,0.00953011,USDT,2025-12-28 00:15:01.962,BOTH,True,False
RVVUSDT,43635008,313183488,BUY,0.0054210,12841,0,69.6110610,0.03480553,USDT,2025-12-28 00:15:01.962,BOTH,True,False
RVVUSDT,43665400,313388427,SELL,0.0054660,15102,0.67959000,82.5475320,0.04127376,USDT,2025-12-28 00:29:03.148,BOTH,False,False
RVVUSDT,43665399,313388427,SELL,0.0054670,2800,0.12880000,15.3076000,0.00765380,USDT,2025-12-28 00:29:03.148,BOTH,False,False
RVVUSDT,43665398,313388427,SELL,0.0054670,3763,0.17309800,20.5723210,0.01028616,USDT,2025-12-28 00:29:03.148,BOTH,False,False
NIGHTUSDT,55251342,358254729,BUY,0.0908500,1307,0,118.7409500,0.05937047,USDT,2025-12-28 00:45:02.564,BOTH,True,False
NIGHTUSDT,55264077,358391719,SELL,0.0894800,459,-0.62883000,41.0713200,0.02053566,USDT,2025-12-28 00:54:23.415,BOTH,False,False
NIGHTUSDT,55264080,358391719,SELL,0.0894700,111,-0.15318000,9.9311700,0.00496558,USDT,2025-12-28 00:54:23.415,BOTH,False,False
NIGHTUSDT,55264079,358391719,SELL,0.0894700,93,-0.12834000,8.3207100,0.00416035,USDT,2025-12-28 00:54:23.415,BOTH,False,False
NIGHTUSDT,55264081,358391719,SELL,0.0894700,336,-0.46368000,30.0619200,0.01503096,USDT,2025-12-28 00:54:23.415,BOTH,False,False
NIGHTUSDT,55264082,358391719,SELL,0.0894700,62,-0.08556000,5.5471400,0.00277357,USDT,2025-12-28 00:54:23.415,BOTH,False,False
NIGHTUSDT,55264083,358391719,SELL,0.0894700,123,-0.16974000,11.0048100,0.00550240,USDT,2025-12-28 00:54:23.415,BOTH,False,False
NIGHTUSDT,55264078,358391719,SELL,0.0894700,123,-0.16974000,11.0048100,0.00550240,USDT,2025-12-28 00:54:23.415,BOTH,False,False
GASUSDT,242752948,3721811459,BUY,2.203000,13.6,0,29.9608000,0.01498040,USDT,2025-12-28 01:15:02.472,BOTH,True,False
GASUSDT,242752949,3721811459,BUY,2.203000,18.7,0,41.1961000,0.02059805,USDT,2025-12-28 01:15:02.472,BOTH,True,False
GASUSDT,242752947,3721811459,BUY,2.203000,17.9,0,39.4337000,0.01971685,USDT,2025-12-28 01:15:02.472,BOTH,True,False
GASUSDT,242752946,3721811459,BUY,2.203000,2.5,0,5.5075000,0.00275375,USDT,2025-12-28 01:15:02.472,BOTH,True,False
GASUSDT,242760062,3721898899,SELL,2.168000,52.7,-1.84450000,114.2536000,0.05712680,USDT,2025-12-28 01:22:36.047,BOTH,False,False
ZKPUSDT,16834029,151441427,BUY,0.1646400,61,0,10.0430400,0.00502152,USDT,2025-12-28 01:30:03.308,BOTH,True,False
ZKPUSDT,16834022,151441427,BUY,0.1646000,50,0,8.2300000,0.00411500,USDT,2025-12-28 01:30:03.308,BOTH,True,False
ZKPUSDT,16834021,151441427,BUY,0.1646000,42,0,6.9132000,0.00345660,USDT,2025-12-28 01:30:03.308,BOTH,True,False
ZKPUSDT,16834020,151441427,BUY,0.1646000,1,0,0.1646000,0.00008230,USDT,2025-12-28 01:30:03.308,BOTH,True,False
ZKPUSDT,16834025,151441427,BUY,0.1646200,34,0,5.5970800,0.00279854,USDT,2025-12-28 01:30:03.308,BOTH,True,False
ZKPUSDT,16834026,151441427,BUY,0.1646300,61,0,10.0424300,0.00502121,USDT,2025-12-28 01:30:03.308,BOTH,True,False
ZKPUSDT,16834027,151441427,BUY,0.1646400,184,0,30.2937600,0.01514688,USDT,2025-12-28 01:30:03.308,BOTH,True,False
ZKPUSDT,16834028,151441427,BUY,0.1646400,34,0,5.5977600,0.00279888,USDT,2025-12-28 01:30:03.308,BOTH,True,False
ZKPUSDT,16834024,151441427,BUY,0.1646200,61,0,10.0418200,0.00502091,USDT,2025-12-28 01:30:03.308,BOTH,True,False
ZKPUSDT,16834023,151441427,BUY,0.1646100,61,0,10.0412100,0.00502060,USDT,2025-12-28 01:30:03.308,BOTH,True,False
ZKPUSDT,16834031,151441427,BUY,0.1646600,37,0,6.0924200,0.00304621,USDT,2025-12-28 01:30:03.308,BOTH,True,False
ZKPUSDT,16834030,151441427,BUY,0.1646500,61,0,10.0436500,0.00502182,USDT,2025-12-28 01:30:03.308,BOTH,True,False
RVVUSDT,43885833,314567826,BUY,0.0059190,12702,0,75.1831380,0.03759156,USDT,2025-12-28 01:30:03.517,BOTH,True,False
RVVUSDT,43885834,314567826,BUY,0.0059190,3500,0,20.7165000,0.01035824,USDT,2025-12-28 01:30:03.517,BOTH,True,False
RVVUSDT,43885835,314567826,BUY,0.0059200,2942,0,17.4166400,0.00870832,USDT,2025-12-28 01:30:03.517,BOTH,True,False
RVVUSDT,43902683,314659582,SELL,0.0058220,17126,-1.66385387,99.7075720,0.04985378,USDT,2025-12-28 01:34:48.047,BOTH,False,False
RVVUSDT,43902682,314659582,SELL,0.0058230,2018,-0.19403812,11.7508140,0.00587540,USDT,2025-12-28 01:34:48.047,BOTH,False,False
ZKPUSDT,16872727,151894390,SELL,0.1636300,62,-0.06201443,10.1450600,0.00507252,USDT,2025-12-28 01:44:04.124,BOTH,False,False
ZKPUSDT,16872728,151894390,SELL,0.1636300,187,-0.18704355,30.5988100,0.01529940,USDT,2025-12-28 01:44:04.124,BOTH,False,False
ZKPUSDT,16872729,151894390,SELL,0.1636200,7,-0.00707163,1.1453400,0.00057266,USDT,2025-12-28 01:44:04.124,BOTH,False,False
ZKPUSDT,16872724,151894390,SELL,0.1636500,62,-0.06077443,10.1463000,0.00507315,USDT,2025-12-28 01:44:04.124,BOTH,False,False
ZKPUSDT,16872720,151894390,SELL,0.1636600,62,-0.06015443,10.1469200,0.00507346,USDT,2025-12-28 01:44:04.124,BOTH,False,False
ZKPUSDT,16872725,151894390,SELL,0.1636400,62,-0.06139443,10.1456800,0.00507284,USDT,2025-12-28 01:44:04.124,BOTH,False,False
ZKPUSDT,16872726,151894390,SELL,0.1636400,34,-0.03366791,5.5637600,0.00278188,USDT,2025-12-28 01:44:04.124,BOTH,False,False
ZKPUSDT,16872723,151894390,SELL,0.1636600,51,-0.04948187,8.3466600,0.00417333,USDT,2025-12-28 01:44:04.124,BOTH,False,False
ZKPUSDT,16872722,151894390,SELL,0.1636600,126,-0.12224934,20.6211600,0.01031058,USDT,2025-12-28 01:44:04.124,BOTH,False,False
ZKPUSDT,16872721,151894390,SELL,0.1636600,34,-0.03298791,5.5644400,0.00278222,USDT,2025-12-28 01:44:04.124,BOTH,False,False
ATUSDT,51276257,349415692,BUY,0.1743000,150,0,26.1450000,0.01307250,USDT,2025-12-28 05:15:02.619,BOTH,True,False
ATUSDT,51276256,349415692,BUY,0.1742900,58,0,10.1088200,0.00505440,USDT,2025-12-28 05:15:02.619,BOTH,True,False
ATUSDT,51276255,349415692,BUY,0.1742800,419,0,73.0233200,0.03651166,USDT,2025-12-28 05:15:02.619,BOTH,True,False
ATUSDT,51300469,349638143,SELL,0.1715900,627,-1.69021000,107.5869300,0.05379346,USDT,2025-12-28 05:20:09.797,BOTH,False,False
ZENUSDT,444159563,8140027965,BUY,9.358,11.4,0,106.6812,0.05334060,USDT,2025-12-28 06:00:03.105,BOTH,True,False
ONTUSDT,279990254,8265912833,BUY,0.0663,1609.3,0,106.69659,0.05334829,USDT,2025-12-28 06:15:03.364,BOTH,True,False
ONTUSDT,280000554,8266053847,SELL,0.0668,1609.3,0.80465000,107.50124,0.05375062,USDT,2025-12-28 06:29:03.646,BOTH,False,False
UNIUSDT,782723212,29740339743,BUY,6.3220,17,0,107.4740,0.05373700,USDT,2025-12-28 06:45:01.717,BOTH,True,False
ONTUSDT,280027016,8266361556,BUY,0.0676,14.2,0,0.95992,0.00047996,USDT,2025-12-28 07:00:08.051,BOTH,True,False
ONTUSDT,280027017,8266361556,BUY,0.0676,1567,0,105.92920,0.05296460,USDT,2025-12-28 07:00:08.051,BOTH,True,False
ONTUSDT,280034668,8266453545,SELL,0.0668,264.3,-0.21144000,17.65524,0.00882762,USDT,2025-12-28 07:09:33.037,BOTH,False,False
ONTUSDT,280034669,8266453545,SELL,0.0668,143.2,-0.11456000,9.56576,0.00478288,USDT,2025-12-28 07:09:33.037,BOTH,False,False
ONTUSDT,280034667,8266453545,SELL,0.0668,1173.7,-0.93896000,78.40316,0.03920158,USDT,2025-12-28 07:09:33.037,BOTH,False,False
UNIUSDT,782757938,29740886785,SELL,6.3770,17,0.93500000,108.4090,0.05420450,USDT,2025-12-28 07:14:05.484,BOTH,False,False
STORJUSDT,428572098,9975801512,BUY,0.1642,650,0,106.7300,0.05336500,USDT,2025-12-28 07:45:01.897,BOTH,True,False
STORJUSDT,428616479,9976082572,SELL,0.1662,106,0.21200000,17.6172,0.00880860,USDT,2025-12-28 07:59:02.945,BOTH,False,False
STORJUSDT,428616480,9976082572,SELL,0.1662,42,0.08400000,6.9804,0.00349020,USDT,2025-12-28 07:59:02.945,BOTH,False,False
STORJUSDT,428616482,9976082572,SELL,0.1662,452,0.90400000,75.1224,0.03756120,USDT,2025-12-28 07:59:02.945,BOTH,False,False
STORJUSDT,428616481,9976082572,SELL,0.1662,50,0.10000000,8.3100,0.00415500,USDT,2025-12-28 07:59:02.945,BOTH,False,False
STORJUSDT,428618669,9976097783,BUY,0.1660,650,0,107.9000,0.05395000,USDT,2025-12-28 08:00:01.614,BOTH,True,False
STORJUSDT,428628625,9976158787,SELL,0.1643,650,-1.10500000,106.7950,0.05339750,USDT,2025-12-28 08:03:30.350,BOTH,False,False
ZENUSDT,444233531,8140821792,SELL,9.222,11.4,-1.55040000,105.1308,0.05256540,USDT,2025-12-28 08:59:31.969,BOTH,False,False
