Symbol,Entry,Exit,Realized_ROI,Max_ROE,Efficiency,Callback_Abs,Max_Bucket
QNTUSDT,166.4532,171.1842,56.84480682858598,66.0,0.8612849519482725,9.15519317141402,50-100%
1000PEPEUSDT,0.0234,0.0237,25.641025641025482,72.0,0.3561253561253539,46.35897435897452,50-100%
QNTUSDT,167.2236,170.9817,44.94700508779842,55.0,0.8172182743236077,10.052994912201576,50-100%
1000PEPEUSDT,0.0236,0.0239,25.423728813559464,75.0,0.3389830508474595,49.576271186440536,50-100%
1000PEPEUSDT,0.0243,0.0249,49.38271604938271,112.0,0.44091710758377417,62.61728395061729,100-200%
POPCATUSDT,1.5614,1.5689,9.606763161265611,23.0,0.4176853548376353,13.393236838734389,15-30%
JTOUSDT,3.7082,3.8119,55.93010085755887,65.0,0.8604630901162903,9.06989914244113,50-100%
1000PEPEUSDT,0.0259,0.0268,69.4980694980696,183.0,0.3797708715741508,113.5019305019304,100-200%
JTOUSDT,4.0251,4.084,29.266353630965448,40.0,0.7316588407741362,10.733646369034552,30-50%
DOGEUSDT,0.477,0.4844,31.027253668763176,84.0,0.3693720674852759,52.97274633123682,50-100%
SUSHIUSDT,2.2151,2.3125,87.94185364091909,225.0,0.3908526828485293,137.05814635908092,200-500%
SUSHIUSDT,2.2698,2.3545,74.63212617851774,192.0,0.3887089905131132,117.36787382148226,100-200%
1000XUSDT,0.3014,0.312,70.3384207033842,78.0,0.9017746244023616,7.661579296615798,50-100%
SUSHIUSDT,2.4843,2.7058,178.3198486495188,451.0,0.3953876910188887,272.6801513504812,200-500%
SUPERUSDT,2.0916,2.1642,69.42053930005737,77.0,0.9015654454552905,7.579460699942629,50-100%
1INCHUSDT,0.5746,0.5976,80.05569091541949,87.0,0.9201803553496493,6.94430908458051,50-100%
1INCHUSDT,0.5954,0.6178,75.24353375881752,82.0,0.917604070229482,6.75646624118248,50-100%
1INCHUSDT,0.6162,0.6289,41.22038299253504,51.0,0.808242803775197,9.779617007464957,50-100%
1INCHUSDT,0.6207,0.6305,31.577251490252678,42.0,0.7518393211964923,10.422748509747322,30-50%
SUSHIUSDT,2.7086,2.816,79.30296093923039,204.0,0.38874000460407054,124.69703906076961,200-500%
1MBABYDOGEUSDT,0.0044,0.0046,90.90909090909074,183.0,0.4967709885742663,92.09090909090926,100-200%
1MBABYDOGEUSDT,0.0046,0.0049,130.4347826086956,311.0,0.4194044456871241,180.5652173913044,200-500%
1MBABYDOGEUSDT,0.0048,0.005,83.33333333333357,165.0,0.5050505050505065,81.66666666666643,100-200%
1MBABYDOGEUSDT,0.0056,0.0059,107.14285714285711,258.0,0.41528239202657796,150.8571428571429,200-500%
ORCAUSDT,5.0875,5.8434,297.15970515970497,303.0,0.9807250995369801,5.84029484029503,200-500%
ORCAUSDT,5.6238,5.8836,92.39304384935463,98.0,0.9427861617281085,5.606956150645374,50-100%
GOATUSDT,0.6147,0.6319,55.96225801203837,145.0,0.38594660697957495,89.03774198796162,100-200%
ACTUSDT,0.5148,0.5254,41.18104118104095,51.0,0.8074713957066854,9.818958818959047,50-100%
ORCAUSDT,6.059,6.4229,120.11883149034497,125.0,0.9609506519227597,4.881168509655026,100-200%
TURBOUSDT,0.0122,0.0125,49.180327868852444,104.0,0.47288776796973503,54.819672131147556,100-200%
ACTUSDT,0.5299,0.5526,85.67654274391371,91.0,0.9415004697133376,5.323457256086286,50-100%
MEWUSDT,0.0082,0.0083,24.390243902438876,40.0,0.6097560975609719,15.609756097561124,30-50%
NOTUSDT,0.0079,0.008,25.31645569620238,44.0,0.5753739930955086,18.68354430379762,30-50%
FIDAUSDT,0.3164,0.3202,24.02022756005038,36.0,0.6672285433347328,11.97977243994962,30-50%
IOUSDT,3.8468,3.9596,58.64614744722887,67.0,0.8753156335407294,8.35385255277113,50-100%
ENSUSDT,37.8189,38.4021,30.841721996144678,84.0,0.36716335709696046,53.15827800385532,50-100%
IOUSDT,3.8631,3.9062,22.313685899924888,34.0,0.6562848794095555,11.686314100075112,30-50%
EIGENUSDT,4.9008,5.0584,64.31603003591229,166.0,0.3874459640717608,101.68396996408771,100-200%
ENSUSDT,38.03,38.2266,10.339205890086593,37.0,0.2794379970293674,26.660794109913407,30-50%
EIGENUSDT,5.0372,5.1575,47.76463114428628,125.0,0.38211704915429023,77.23536885571372,100-200%
1000SHIBUSDT,0.028,0.0282,14.2857142857142,41.0,0.34843205574912683,26.7142857142858,30-50%
MANAUSDT,0.6244,0.6276,10.249839846252696,23.0,0.445645210706639,12.750160153747304,15-30%
ADAUSDT,1.0652,1.0799,27.600450619602253,76.0,0.3631638239421349,48.399549380397744,50-100%
RENDERUSDT,9.6028,9.7598,32.69879618444621,44.0,0.7431544587374138,11.30120381555379,30-50%
GALAUSDT,0.0506,0.0524,71.14624505928866,187.0,0.3804612035256078,115.85375494071134,100-200%
ADAUSDT,1.073,1.0946,40.26095060577831,106.0,0.37982028873375767,65.7390493942217,100-200%
ZROUSDT,6.348,6.424,23.944549464398396,36.0,0.6651263740110666,12.055450535601604,30-50%
LQTYUSDT,2.4943,2.655,128.85378663352432,134.0,0.9615954226382412,5.146213366475678,100-200%
THETAUSDT,2.5382,2.6114,57.67866992356818,66.0,0.8739192412661846,8.32133007643182,50-100%
GRASSUSDT,2.9639,3.0772,76.4533216370321,83.0,0.9211243570726759,6.546678362967896,50-100%
SCRUSDT,1.124,1.1375,24.021352313166982,36.0,0.6672597864768606,11.978647686833018,30-50%
ADAUSDT,1.0816,1.0903,16.08727810650916,50.0,0.3217455621301832,33.91272189349084,30-50%
GRASSUSDT,3.0315,3.1654,88.33910605310912,94.0,0.939777723969246,5.66089394689088,50-100%
MEWUSDT,0.0083,0.0084,24.09638554216853,47.0,0.5126890540886921,22.90361445783147,30-50%
THEUSDT,1.839,1.8957,61.663947797716126,70.0,0.8809135399673732,8.336052202283874,50-100%
XVGUSDT,0.0139,0.0145,86.33093525179879,102.0,0.8463817181548902,15.669064748201208,100-200%
CHILLGUYUSDT,0.3902,0.407,86.10968733982564,92.0,0.9359748623894092,5.890312660174359,50-100%
SUIUSDT,4.1911,4.2232,15.318174226337089,49.0,0.3126158005374916,33.68182577366291,30-50%
BEAMXUSDT,0.0363,0.0367,22.0385674931132,33.0,0.6678353785791878,10.961432506886801,30-50%
HIPPOUSDT,0.0131,0.0133,30.534351145037984,42.0,0.7270083605961425,11.465648854962016,30-50%
SANDUSDT,0.794,0.816,55.41561712846323,144.0,0.3848306745032169,88.58438287153677,100-200%
MASKUSDT,3.8247,3.9661,73.94043977305408,81.0,0.9128449354698035,7.059560226945919,50-100%
APTUSDT,13.0522,13.2103,24.225801014388537,69.0,0.3510985654259208,44.77419898561146,50-100%
APTUSDT,13.2035,13.6133,62.07444995645104,160.0,0.387965312227819,97.92555004354895,100-200%
CETUSUSDT,0.4029,0.4103,36.73368081409788,47.0,0.7815676768956996,10.26631918590212,30-50%
APTUSDT,13.5934,13.8001,30.411817499668903,83.0,0.366407439755047,52.5881825003311,50-100%
BBUSDT,0.4383,0.4443,27.378507871320785,39.0,0.7020130223415586,11.621492128679215,30-50%
APTUSDT,13.5628,13.8633,44.31238387353664,116.0,0.3820033092546262,71.68761612646335,100-200%
BBUSDT,0.4436,0.4553,52.75022542831375,62.0,0.8508100875534476,9.249774571686253,50-100%
WLDUSDT,3.2013,3.2713,43.732233780027045,114.0,0.3836160857897109,70.26776621997296,100-200%
IOUSDT,4.4435,4.7542,139.8447170023629,355.0,0.3939287802883462,215.1552829976371,200-500%
DYDXUSDT,2.2541,2.2765,19.874894636440043,32.0,0.6210904573887513,12.125105363559957,30-50%
LINKUSDT,25.8799,26.5394,50.96619384155281,133.0,0.3832044649740813,82.03380615844719,100-200%
BBUSDT,0.4549,0.4846,130.57814904374564,136.0,0.9601334488510709,5.42185095625436,100-200%
GALAUSDT,0.0541,0.0543,7.39371534195929,32.0,0.2310536044362278,24.60628465804071,30-50%
LINKUSDT,26.7314,26.9758,18.285611677652412,55.0,0.3324656668664075,36.71438832234759,50-100%
SEIUSDT,0.6328,0.6406,24.65233881163059,36.0,0.6847871892119608,11.347661188369411,30-50%
DYDXUSDT,2.2731,2.3557,72.67608112269608,80.0,0.908451014033701,7.3239188773039245,50-100%
TRBUSDT,79.6718,80.7774,27.753860211517633,39.0,0.711637441320965,11.246139788482367,30-50%
BBUSDT,0.4742,0.488,58.20328975115976,67.0,0.868705817181489,8.796710248840242,50-100%
BBUSDT,0.4841,0.4899,23.961991324106705,36.0,0.6656108701140752,12.038008675893295,30-50%
COMPUSDT,113.7168,115.2642,27.214976151281007,39.0,0.6978199013148976,11.785023848718993,30-50%
LQTYUSDT,2.6645,2.8003,101.9328204165886,107.0,0.9526431814634448,5.067179583411402,100-200%
UNIUSDT,17.979,18.2833,33.850603481840075,91.0,0.3719846536465942,57.149396518159925,50-100%
DYDXUSDT,2.2941,2.3337,34.52334248724998,45.0,0.7671853886055551,10.476657512750023,30-50%
AAVEUSDT,343.7118,348.259,26.45937672200973,74.0,0.35755914489202334,47.54062327799027,50-100%
LQTYUSDT,2.6732,2.8328,119.40745174322922,125.0,0.9552596139458337,5.592548256770783,100-200%
ATOMUSDT,9.0635,9.0956,7.083356319302653,20.0,0.35416781596513264,12.916643680697348,15-30%
LINKUSDT,27.7078,28.2867,41.786067461148185,110.0,0.3798733405558926,68.21393253885182,100-200%
XVGUSDT,0.0162,0.0164,24.691358024691638,35.0,0.7054673721340468,10.308641975308362,30-50%
GOATUSDT,0.742,0.811,185.9838274932616,471.0,0.39487012206637284,285.01617250673837,200-500%
GOATUSDT,0.7952,0.8189,59.60764587525137,154.0,0.38706263555358034,94.39235412474864,100-200%
CETUSUSDT,0.4421,0.454,53.83397421397883,63.0,0.8545075272060131,9.166025786021173,50-100%
TROYUSDT,0.0064,0.0068,124.99999999999977,341.0,0.36656891495601107,216.00000000000023,200-500%
SCRUSDT,1.2745,1.3005,40.8003138485681,51.0,0.8000061538934922,10.199686151431898,50-100%
LDOUSDT,2.1064,2.1392,31.14318268135244,42.0,0.7415043495560104,10.856817318647561,30-50%
SCRUSDT,1.2986,1.3096,16.941321423071184,29.0,0.5841834973472821,12.058678576928816,15-30%
SCRUSDT,1.3042,1.3535,75.60190154884204,83.0,0.9108662837209884,7.3980984511579635,50-100%
LDOUSDT,2.1285,2.1666,35.79985905567303,46.0,0.7782578055581094,10.200140944326968,30-50%
SCRUSDT,1.3431,1.3664,34.69585287767121,45.0,0.771018952837138,10.304147122328793,30-50%
COWUSDT,0.5992,0.6325,111.14819759679573,116.0,0.9581741172137562,4.851802403204275,100-200%
COWUSDT,0.7205,0.7376,47.46703678001389,124.0,0.3827986837097895,76.5329632199861,100-200%
VIRTUALUSDT,2.3438,2.3806,31.40199675740246,42.0,0.7476665894619634,10.598003242597539,30-50%
MASKUSDT,4.4887,4.6144,56.007307238175926,65.0,0.861650880587322,8.992692761824074,50-100%
HBARUSDT,0.3214,0.3305,56.627255756067186,147.0,0.38521942691202166,90.37274424393281,100-200%
TROYUSDT,0.0063,0.0066,95.23809523809521,184.0,0.5175983436853001,88.76190476190479,100-200%
TROYUSDT,0.0065,0.0067,61.538461538461696,96.0,0.6410256410256426,34.461538461538304,50-100%
TROYUSDT,0.0066,0.0068,60.60606060606051,91.0,0.666000666000665,30.39393939393949,50-100%
TROYUSDT,0.0067,0.0069,59.70149253731333,154.0,0.38767202946307355,94.29850746268667,100-200%
GOATUSDT,0.8503,0.8655,35.75208749853017,95.0,0.3763377631424229,59.24791250146983,50-100%
MORPHOUSDT,3.0963,3.1668,45.53822304040306,119.0,0.3826741431966644,73.46177695959693,100-200%
AAVEUSDT,389.2245,395.7545,33.553900127047655,90.0,0.37282111252275174,56.446099872952345,50-100%
LINKUSDT,29.7649,30.1755,27.58954338835331,76.0,0.3630203077414909,48.410456611646694,50-100%
THETAUSDT,2.8013,2.8227,15.278620640417168,28.0,0.5456650228720418,12.721379359582832,15-30%
BLURUSDT,0.4103,0.4244,68.7301974165245,77.0,0.8925999664483701,8.269802583475496,50-100%
BLURUSDT,0.4221,0.4377,73.91613361762617,81.0,0.9125448594768664,7.083866382373827,50-100%
UXLINKUSDT,0.7704,0.7932,59.19003115264808,153.0,0.38686294871011817,93.80996884735191,100-200%
KAIAUSDT,0.3012,0.3086,49.13678618857876,59.0,0.8328268845521823,9.86321381142124,50-100%
EIGENUSDT,4.8648,4.8882,9.62012826837713,23.0,0.41826644645117955,13.37987173162287,15-30%
WLDUSDT,3.0611,3.0901,18.947437195779237,57.0,0.33241117887331995,38.05256280422076,50-100%
ARKMUSDT,2.0696,2.0979,27.348279860842883,39.0,0.7012379451498175,11.651720139157117,30-50%
FTMUSDT,1.2863,1.3083,34.20663919769885,45.0,0.7601475377266411,10.793360802301152,30-50%
JASMYUSDT,0.0463,0.0466,12.958963282937436,24.0,0.5399568034557265,11.041036717062564,15-30%
SUSHIUSDT,2.2357,2.282,41.41879500827482,52.0,0.7965152886206697,10.58120499172518,50-100%
COWUSDT,0.725,0.758,91.03448275862078,233.0,0.3907059345863553,141.96551724137922,200-500%
COWUSDT,0.7576,0.8518,248.68004223864818,628.0,0.3959873284054907,379.3199577613518,>500%
JASMYUSDT,0.046,0.0478,78.26086956521752,82.0,0.9544008483563112,3.7391304347824814,50-100%
COWUSDT,0.831,0.8584,65.94464500601707,170.0,0.38790967650598274,104.05535499398293,100-200%
COWUSDT,0.8427,0.8841,98.25560697757207,251.0,0.3914566015042712,152.74439302242791,200-500%
SCRUSDT,1.2563,1.2906,54.604791849080634,63.0,0.8667427277631846,8.395208150919366,50-100%
ZROUSDT,6.5518,6.6585,32.57120180713697,43.0,0.7574698094683017,10.428798192863027,30-50%
ZROUSDT,6.6925,7.1671,141.8304071722076,147.0,0.9648327018517524,5.1695928277924,100-200%
SUIUSDT,4.7295,4.7983,29.093984564964764,80.0,0.36367480706205957,50.906015435035236,50-100%
CETUSUSDT,0.4533,0.4902,162.8060886829916,168.0,0.9690838612082834,5.1939113170084,100-200%
SUIUSDT,4.7852,4.8238,16.13307698737801,50.0,0.32266153974756023,33.86692301262199,30-50%
BBUSDT,0.5512,0.5818,111.03047895500711,116.0,0.9571593013362683,4.969521044992888,100-200%
ONDOUSDT,2.0579,2.0812,22.644443364594853,65.0,0.34837605176299774,42.35555663540515,50-100%
1000PEPEUSDT,0.0242,0.0244,16.5289256198349,51.0,0.3240965807810765,34.4710743801651,50-100%
ENSUSDT,46.7424,48.2517,64.5794824399259,167.0,0.3867034876642269,102.4205175600741,100-200%
STXUSDT,2.5402,2.5782,29.918904023305103,82.0,0.3648646832110378,52.0810959766949,50-100%
DOTUSDT,9.0825,9.1502,14.907789705477636,48.0,0.31057895219745074,33.09221029452236,30-50%
ETHFIUSDT,2.7651,2.8144,35.65874651911332,46.0,0.7751901417198548,10.341253480886678,30-50%
STXUSDT,2.5615,2.6272,51.29806753855169,133.0,0.3856997559289601,81.70193246144831,100-200%
NEARUSDT,6.9675,7.0141,13.376390383925296,44.0,0.3040088723619385,30.623609616074702,30-50%
MKRUSDT,2023.5112,2073.0619,48.97496984449628,58.0,0.84439603180166,9.025030155503721,50-100%
STXUSDT,2.5878,2.6,9.428858489836918,35.0,0.26939595685248335,25.57114151016308,30-50%
AUCTIONUSDT,22.9235,23.3609,38.161711780487295,49.0,0.7788104444997407,10.838288219512705,30-50%
RUNEUSDT,6.6383,6.6877,14.883328563035816,27.0,0.5512343912235488,12.116671436964184,15-30%
AUCTIONUSDT,23.2166,23.4795,22.6475883634987,34.0,0.6661055401029029,11.352411636501301,30-50%
AVAUSDT,2.3364,2.4367,85.8585858585861,92.0,0.9332454984628924,6.141414141413904,50-100%
BTCUSDT,105506.6269,106586.3353,20.46712006106231,60.0,0.3411186676843718,39.53287993893769,50-100%
TRXUSDT,0.2942,0.2983,27.872195785180097,39.0,0.7146716867994897,11.127804214819903,30-50%
BIGTIMEUSDT,0.1791,0.1807,17.86711334450017,30.0,0.5955704448166723,12.132886655499831,15-30%
1000CHEEMSUSDT,0.0009,0.0009,0.0,63.0,0.0,63.0,50-100%
XLMUSDT,0.4347,0.444,42.78812974465163,112.0,0.38203687272010384,69.21187025534837,100-200%
1MBABYDOGEUSDT,0.0044,0.0047,136.36363636363632,368.0,0.3705533596837943,231.63636363636368,200-500%
XLMUSDT,0.4413,0.445,16.76863811466114,52.0,0.3224738098973296,35.231361885338856,50-100%
XLMUSDT,0.4427,0.4591,74.09080641517971,191.0,0.3879099812313074,116.90919358482029,100-200%
XLMUSDT,0.4522,0.4605,36.70942061034953,97.0,0.3784476351582426,60.29057938965047,50-100%
BANUSDT,0.0843,0.0863,47.4495848161329,56.0,0.8473140145738017,8.550415183867102,50-100%
XLMUSDT,0.4597,0.4677,34.80530780944097,93.0,0.37425062160689215,58.19469219055903,50-100%
VETUSDT,0.057,0.0592,77.19298245614037,85.0,0.908152734778122,7.807017543859629,50-100%
APEUSDT,1.5932,1.6058,15.817223198593954,28.0,0.5649008285212126,12.182776801406046,15-30%
VETUSDT,0.0589,0.0603,47.53820033955852,57.0,0.8340035147290968,9.461799660441478,50-100%
VETUSDT,0.0593,0.0607,47.217537942664364,55.0,0.8585006898666248,7.782462057335636,50-100%
1000CHEEMSUSDT,0.001,0.001,0.0,26.0,0.0,26.0,15-30%
1000CHEEMSUSDT,0.001,0.001,0.0,35.0,0.0,35.0,30-50%
MOVEUSDT,0.6781,0.6928,43.35643710367183,53.0,0.8180459830881477,9.64356289632817,50-100%
VELODROMEUSDT,0.2072,0.2123,49.22779922779916,58.0,0.8487551590999856,8.77220077220084,50-100%
MOCAUSDT,0.1557,0.1596,50.09633911367999,59.0,0.8490904934522032,8.903660886320012,50-100%
VELODROMEUSDT,0.2311,0.2342,26.828212894850644,38.0,0.7060056024960696,11.171787105149356,30-50%
ZENUSDT,17.5087,18.8408,152.16435257900363,158.0,0.9630655226519217,5.8356474209963665,100-200%
ZENUSDT,21.6358,22.2671,58.3569824087854,67.0,0.8709997374445582,8.643017591214601,50-100%
COWUSDT,0.7602,0.8165,148.11891607471722,153.0,0.9680974906844263,4.8810839252827805,100-200%
1000BONKUSDT,0.0304,0.0314,65.78947368421035,165.0,0.3987240829346082,99.21052631578965,100-200%
1000BONKUSDT,0.0313,0.0319,38.338658146964626,104.0,0.3686409437208137,65.66134185303537,100-200%
1000BONKUSDT,0.0334,0.0347,77.84431137724567,202.0,0.3853678781051766,124.15568862275433,200-500%
SANDUSDT,0.6018,0.6176,52.50913924892002,137.0,0.3832783886782483,84.49086075107998,100-200%
NEIROETHUSDT,0.0444,0.0446,9.009009009008953,25.0,0.3603603603603581,15.990990990991047,15-30%
SANDUSDT,0.608,0.6119,12.828947368421101,43.0,0.29834761321909536,30.1710526315789,30-50%
SCRUSDT,1.2015,1.2158,23.803578859758602,35.0,0.6801022531359601,11.196421140241398,30-50%
SANDUSDT,0.6147,0.622,23.7514234585976,68.0,0.34928563909702354,44.2485765414024,50-100%
VANAUSDT,20.2431,22.1888,192.23340298669694,486.0,0.39554198145410896,293.76659701330306,200-500%
THEUSDT,1.3082,1.3367,43.571319370126844,54.0,0.8068762846319786,10.428680629873156,50-100%
MEWUSDT,0.0066,0.0066,0.0,27.0,0.0,27.0,15-30%
AGLDUSDT,1.388,1.5719,264.98559077809824,271.0,0.9778066080372629,6.014409221901758,200-500%
THEUSDT,1.3238,1.3461,33.690889862516975,44.0,0.7657020423299312,10.309110137483025,30-50%
AUCTIONUSDT,20.016,20.4452,42.885691446842685,53.0,0.8091639895630696,10.114308553157315,50-100%
CRVUSDT,0.9015,0.918,36.60565723793693,97.0,0.3773779096694529,60.39434276206307,50-100%
XTZUSDT,1.3217,1.3406,28.599530907164887,40.0,0.7149882726791221,11.400469092835113,30-50%
XTZUSDT,1.3257,1.3544,43.29788036509006,53.0,0.8169411389639634,9.702119634909941,50-100%
SUIUSDT,4.7588,4.8001,17.357316970664733,53.0,0.3274965466163157,35.64268302933527,50-100%
ADAUSDT,0.9739,0.9804,13.348393058835734,44.0,0.30337256951899394,30.651606941164268,30-50%
ZROUSDT,6.0828,6.2207,45.340961399355606,55.0,0.8243811163519201,9.659038600644394,50-100%
JTOUSDT,3.2216,3.2788,35.51030543829148,46.0,0.7719631617019888,10.489694561708518,30-50%
1MBABYDOGEUSDT,0.004,0.0041,50.000000000000135,62.0,0.806451612903228,11.999999999999865,50-100%
XAIUSDT,0.2588,0.266,55.64142194745008,65.0,0.8560218761146166,9.358578052549923,50-100%
TURBOUSDT,0.0093,0.0094,21.505376344086265,33.0,0.6516780710329171,11.494623655913735,30-50%
GOATUSDT,0.5376,0.5498,45.386904761904724,119.0,0.38140256102440945,73.61309523809527,100-200%
AGLDUSDT,1.7087,1.741,37.80651957628606,48.0,0.7876358245059595,10.193480423713943,30-50%
AGLDUSDT,1.7204,1.7509,35.45687049523363,46.0,0.7708015325050789,10.54312950476637,30-50%
AGLDUSDT,1.7455,1.782,41.82182755657402,52.0,0.8042659145495004,10.178172443425979,50-100%
CHILLGUYUSDT,0.182,0.1945,137.36263736263749,143.0,0.9605778836548076,5.637362637362514,100-200%
CHILLGUYUSDT,0.1974,0.2083,110.4356636271532,116.0,0.9520315829927001,5.564336372846796,100-200%
